arrival_date,arrival_date_day_of_month,arrival_date_week_number,arrival_month,arrival_year,avg_price_per_room,booking_id,booking_status,country,email,hotel,lead_time,market_segment_type,stays_in_week_nights,stays_in_weekend_nights
Unknown,1,40,,2015,73.43,Unknown,not cancelled,gbr,mark.b@yahoo.com,resort hotel,69,offline ta/to,5,2
Unknown,10,41,,2015,73.0,Unknown,not cancelled,esp,stephenson_heather@verizon.com,resort hotel,24,online ta,1,0
Unknown,7,41,,2015,72.0,Unknown,not cancelled,prt,lalvarado@protonmail.com,resort hotel,8,corporate,4,1
Unknown,12,42,,2015,75.86,Unknown,cancelled,gbr,marshall.ashley@hotmail.com,resort hotel,283,groups,5,2
Unknown,17,42,,2015,70.5,Unknown,not cancelled,prt,smith.diane@zoho.com,resort hotel,73,online ta,1,1
Unknown,19,43,,2015,63.14,Unknown,not cancelled,gbr,kenneth.k69@yandex.com,resort hotel,105,online ta,5,2
Unknown,22,43,,2015,54.0,Unknown,not cancelled,gbr,ashley_alvarado@yahoo.com,resort hotel,21,offline ta/to,5,2
Unknown,3,49,,2015,58.0,Unknown,cancelled,prt,erica_j@yandex.com,resort hotel,8,direct,1,0
Unknown,5,49,,2015,68.0,Unknown,not cancelled,esp,jacob_lee16@gmail.com,resort hotel,11,groups,1,2
Unknown,11,50,,2015,55.4,Unknown,not cancelled,esp,nhill@outlook.com,resort hotel,14,offline ta/to,2,1
Unknown,16,51,,2015,40.0,Unknown,not cancelled,prt,nicolesmith@gmail.com,resort hotel,0,online ta,1,0
Unknown,6,2,,2016,44.8,Unknown,not cancelled,ita,monica_g@comcast.net,resort hotel,0,online ta,4,0
Unknown,20,4,,2016,26.0,Unknown,not cancelled,prt,christopher.ferrell@gmail.com,resort hotel,5,offline ta/to,1,0
Unknown,28,5,,2016,43.0,Unknown,not cancelled,irl,trevor_smith@zoho.com,resort hotel,15,direct,1,0
Unknown,25,9,,2016,58.0,Unknown,not cancelled,gbr,dgarcia@yandex.com,resort hotel,10,online ta,3,1
Unknown,30,5,,2016,41.04,Unknown,not cancelled,fra,colin_j@mail.com,resort hotel,19,online ta,10,4
Unknown,13,7,,2016,88.5,Unknown,not cancelled,chn,matthew_fernandez18@mail.com,resort hotel,0,direct,2,2
Unknown,11,11,,2016,50.0,Unknown,not cancelled,prt,cphillips@aol.com,resort hotel,0,direct,1,0
Unknown,2,10,,2016,65.0,Unknown,not cancelled,ita,christian.carey@yahoo.com,resort hotel,0,direct,2,0
Unknown,4,10,,2016,34.73,Unknown,not cancelled,gbr,jasonrobinson@outlook.com,resort hotel,36,offline ta/to,5,2
Unknown,7,11,,2016,27.5,Unknown,not cancelled,gbr,grace_medina@hotmail.com,resort hotel,109,offline ta/to,3,1
Unknown,9,11,,2016,86.55,Unknown,not cancelled,gbr,richard.schmidt@aol.com,resort hotel,81,groups,3,0
Unknown,9,11,,2016,49.0,Unknown,not cancelled,irl,robert.taylor59@yahoo.com,resort hotel,81,groups,3,0
Unknown,12,11,,2016,48.0,Unknown,not cancelled,esp,elizabethferguson@xfinity.com,resort hotel,44,online ta,1,0
Unknown,12,11,,2016,90.0,Unknown,not cancelled,esp,gabrielwolfe@verizon.com,resort hotel,18,online ta,3,2
Unknown,18,12,,2016,30.0,Unknown,not cancelled,prt,campbell.fred@outlook.com,resort hotel,16,offline ta/to,2,0
Unknown,25,13,,2016,57.75,Unknown,not cancelled,prt,allison_r@aol.com,resort hotel,42,online ta,1,0
Unknown,25,13,,2016,126.0,Unknown,not cancelled,prt,theresa.h@xfinity.com,resort hotel,72,direct,2,1
Unknown,24,13,,2016,94.5,Unknown,not cancelled,fra,mirandagreen@verizon.com,resort hotel,59,direct,3,1
Unknown,31,14,,2016,60.0,Unknown,not cancelled,irl,michael.r58@aol.com,resort hotel,169,groups,3,0
Unknown,18,17,,2016,52.0,Unknown,not cancelled,prt,paige.r@gmail.com,resort hotel,0,online ta,0,1
Unknown,22,17,,2016,80.0,Unknown,not cancelled,gbr,lcompton32@zoho.com,resort hotel,0,online ta,1,0
Unknown,20,17,,2016,83.0,Unknown,not cancelled,fra,amber.evans68@aol.com,resort hotel,38,online ta,5,2
Unknown,27,18,,2016,86.0,Unknown,not cancelled,prt,lindsey_felicia@gmail.com,resort hotel,5,direct,3,0
Unknown,29,18,,2016,82.5,Unknown,not cancelled,prt,williams_chad@zoho.com,resort hotel,44,online ta,2,0
Unknown,30,18,,2016,91.0,Unknown,not cancelled,prt,daniel.butler22@hotmail.com,resort hotel,8,direct,1,1
Unknown,29,18,,2016,80.0,Unknown,not cancelled,esp,manuelgallagher43@yahoo.com,resort hotel,18,online ta,2,1
Unknown,30,18,,2016,93.57,Unknown,not cancelled,fra,andrea.w@comcast.net,resort hotel,40,online ta,5,2
Unknown,16,21,,2016,70.0,Unknown,not cancelled,prt,kaitlyn_w@gmail.com,resort hotel,12,online ta,0,1
Unknown,17,21,,2016,94.5,Unknown,not cancelled,prt,aarontorres42@xfinity.com,resort hotel,29,offline ta/to,2,0
Unknown,30,23,,2016,60.0,Unknown,not cancelled,prt,isaiah.russell58@verizon.com,resort hotel,0,direct,0,1
Unknown,15,25,,2016,132.6,Unknown,not cancelled,esp,oneill.clayton@zoho.com,resort hotel,69,online ta,4,1
Unknown,2,27,,2016,103.77,Unknown,not cancelled,gbr,edwards.mark@mail.com,resort hotel,226,offline ta/to,5,2
Unknown,16,29,,2016,108.0,Unknown,not cancelled,prt,lisa_c@aol.com,resort hotel,200,online ta,5,2
Unknown,19,30,,2016,138.6,Unknown,not cancelled,gbr,mbradley54@xfinity.com,resort hotel,87,online ta,5,1
Unknown,30,31,,2016,169.0,Unknown,not cancelled,prt,henry.torres@yahoo.com,resort hotel,0,direct,1,0
Unknown,29,31,,2016,191.55,Unknown,not cancelled,prt,angela_gomez@yahoo.com,resort hotel,191,offline ta/to,5,2
Unknown,6,32,,2016,191.0,Unknown,not cancelled,esp,theresa_larson51@att.com,resort hotel,90,online ta,1,1
Unknown,16,34,,2016,124.2,Unknown,not cancelled,prt,jennifer.w@yandex.com,resort hotel,145,offline ta/to,8,2
Unknown,21,35,,2016,270.38,Unknown,not cancelled,irl,crawford.kathryn@mail.com,resort hotel,39,online ta,5,3
Unknown,10,37,,2016,138.6,Unknown,not cancelled,usa,sherri.jones39@aol.com,resort hotel,54,offline ta/to,1,0
Unknown,9,37,,2016,88.2,Unknown,not cancelled,est,pena.lisa@gmail.com,resort hotel,7,offline ta/to,5,2
Unknown,17,38,,2016,205.67,Unknown,not cancelled,usa,paula.d@comcast.net,resort hotel,55,direct,1,2
Unknown,11,42,,2016,81.0,Unknown,not cancelled,chl,natasha_craig78@verizon.com,resort hotel,214,groups,7,2
Unknown,21,43,,2016,90.0,Unknown,not cancelled,gbr,hobbs_katherine@outlook.com,resort hotel,9,online ta,2,0
Unknown,30,45,,2016,44.15,Unknown,not cancelled,nld,george.martinez@aol.com,resort hotel,117,online ta,8,4
Unknown,5,45,,2016,143.97,Unknown,not cancelled,prt,edwin_young@protonmail.com,resort hotel,24,direct,5,2
Unknown,14,47,,2016,77.18,Unknown,not cancelled,gbr,troy_harrison71@hotmail.com,resort hotel,63,offline ta/to,2,1
Unknown,17,47,,2016,34.0,Unknown,not cancelled,irl,nicole.aguilar95@yandex.com,resort hotel,115,groups,3,1
Unknown,29,49,,2016,50.0,Unknown,not cancelled,swe,dunn.matthew67@yandex.com,resort hotel,76,corporate,2,0
Unknown,8,50,,2016,0.0,Unknown,not cancelled,prt,rhonda_h@xfinity.com,resort hotel,0,direct,0,0
Unknown,1,49,,2016,52.0,Unknown,not cancelled,fra,erik_w@zoho.com,resort hotel,27,offline ta/to,5,2
Unknown,14,51,,2016,0.0,Unknown,not cancelled,prt,farmer.micheal@comcast.net,resort hotel,9,complementary,2,0
Unknown,16,51,,2016,45.6,Unknown,not cancelled,prt,annescott47@outlook.com,resort hotel,0,online ta,2,0
Unknown,16,51,,2016,62.0,Unknown,not cancelled,gbr,marilyn.robertson@xfinity.com,resort hotel,68,online ta,2,1
Unknown,22,52,,2016,51.69,Unknown,not cancelled,fra,jennifer.taylor@protonmail.com,resort hotel,170,online ta,9,4
Unknown,29,53,,2016,141.57,Unknown,not cancelled,gbr,moore.jason95@hotmail.com,resort hotel,101,online ta,5,2
Unknown,1,31,,2015,36.25,Unknown,not cancelled,ita,diane.c87@mail.com,city hotel,4,offline ta/to,1,2
Unknown,5,32,,2015,62.0,Unknown,cancelled,prt,matthewbauer@protonmail.com,city hotel,34,groups,2,0
Unknown,10,33,,2015,89.0,Unknown,not cancelled,prt,johnbailey@att.com,city hotel,2,online ta,1,1
Unknown,15,33,,2015,62.0,Unknown,not cancelled,esp,james.c@mail.com,city hotel,40,groups,2,2
Unknown,21,34,,2015,80.25,Unknown,not cancelled,ita,kpatterson18@att.com,city hotel,43,groups,2,2
Unknown,29,35,,2015,47.25,Unknown,not cancelled,ita,michelle_james@hotmail.com,city hotel,1,offline ta/to,1,2
Unknown,31,36,,2015,109.0,Unknown,not cancelled,deu,jackson_jesse@mail.com,city hotel,9,online ta,4,1
Unknown,2,36,,2015,103.05,Unknown,not cancelled,deu,josemorris@outlook.com,city hotel,9,online ta,4,0
Unknown,5,36,,2015,62.0,Unknown,cancelled,prt,goodwin_kenneth33@att.com,city hotel,61,groups,2,2
Unknown,7,37,,2015,76.08,Unknown,not cancelled,prt,olivia_b@verizon.com,city hotel,10,online ta,4,1
Unknown,11,37,,2015,98.0,Unknown,not cancelled,prt,ryanaguirre@zoho.com,city hotel,72,groups,2,0
Unknown,17,38,,2015,60.0,Unknown,not cancelled,prt,jackson_todd@xfinity.com,city hotel,162,offline ta/to,3,0
Unknown,18,38,,2015,101.5,Unknown,cancelled,prt,dmalone63@protonmail.com,city hotel,74,offline ta/to,2,0
Unknown,21,39,,2015,49.5,Unknown,not cancelled,prt,jschmidt@comcast.net,city hotel,60,offline ta/to,1,1
Unknown,25,39,,2015,170.0,Unknown,cancelled,prt,danielgibson@zoho.com,city hotel,87,groups,3,2
Unknown,27,40,,2015,170.0,Unknown,cancelled,prt,charles_matthews@yandex.com,city hotel,89,groups,0,1
Unknown,5,41,,2015,140.0,Unknown,cancelled,prt,young.michele@comcast.net,city hotel,97,groups,3,1
Unknown,16,42,,2015,87.0,Unknown,not cancelled,deu,andrea.jordan29@zoho.com,city hotel,102,offline ta/to,2,0
Unknown,22,43,,2015,94.5,Unknown,cancelled,prt,erika.dds62@outlook.com,city hotel,45,online ta,3,0
Unknown,24,43,,2015,75.0,Unknown,cancelled,prt,mlee@mail.com,city hotel,50,groups,1,1
Unknown,2,45,,2015,111.0,Unknown,cancelled,prt,jessica.h@verizon.com,city hotel,80,groups,1,1
Unknown,23,48,,2015,70.0,Unknown,not cancelled,rou,dawn.burke@gmail.com,city hotel,98,groups,2,1
Unknown,5,49,,2015,51.4,Unknown,cancelled,prt,henryfernandez@outlook.com,city hotel,135,groups,1,1
Unknown,5,49,,2015,90.0,Unknown,cancelled,esp,cruz.cody22@comcast.net,city hotel,198,groups,1,2
Unknown,19,51,,2015,77.25,Unknown,not cancelled,prt,lisa_w@att.com,city hotel,1,online ta,1,0
Unknown,26,52,,2015,63.0,Unknown,not cancelled,fin,kgray@yahoo.com,city hotel,5,online ta,2,2
Unknown,14,3,,2016,86.75,Unknown,cancelled,esp,humphrey.ronnie@yahoo.com,city hotel,43,online ta,3,0
Unknown,20,4,,2016,87.0,Unknown,cancelled,fra,boyer_aaron@mail.com,city hotel,18,online ta,4,0
Unknown,12,7,,2016,79.0,Unknown,cancelled,aus,jones_dr.@mail.com,city hotel,15,online ta,2,0
Unknown,13,7,,2016,78.3,Unknown,not cancelled,ita,lewis_jennifer@xfinity.com,city hotel,39,online ta,1,1
Unknown,24,9,,2016,64.0,Unknown,cancelled,prt,bridget.d@xfinity.com,city hotel,77,groups,2,0
Unknown,28,10,,2016,61.0,Unknown,cancelled,prt,tamara.g@yahoo.com,city hotel,116,offline ta/to,1,2
Unknown,4,10,,2016,85.96,Unknown,cancelled,chn,kennethbell@aol.com,city hotel,8,online ta,2,2
Unknown,11,11,,2016,76.5,Unknown,cancelled,chn,julie.j44@yahoo.com,city hotel,37,online ta,2,2
Unknown,16,12,,2016,74.8,Unknown,cancelled,prt,annette.cooley@aol.com,city hotel,55,offline ta/to,4,1
Unknown,27,14,,2016,161.0,Unknown,cancelled,che,christopher.rowland@comcast.net,city hotel,6,online ta,3,2
Unknown,29,14,,2016,134.33,Unknown,cancelled,prt,amberreyes@yandex.com,city hotel,24,online ta,3,0
Unknown,1,14,,2016,116.45,Unknown,cancelled,fra,bruceking@comcast.net,city hotel,68,online ta,2,2
Unknown,6,15,,2016,75.0,Unknown,cancelled,prt,mrandall16@hotmail.com,city hotel,105,offline ta/to,1,0
Unknown,6,15,,2016,75.0,Unknown,cancelled,prt,aprilbrown@xfinity.com,city hotel,105,offline ta/to,1,0
Unknown,7,15,,2016,62.0,Unknown,cancelled,prt,brian_w@comcast.net,city hotel,274,groups,2,0
Unknown,8,15,,2016,131.2,Unknown,cancelled,che,erin_e@zoho.com,city hotel,16,online ta,3,2
Unknown,9,15,,2016,76.5,Unknown,cancelled,prt,torres_alexis11@att.com,city hotel,110,online ta,2,2
Unknown,18,17,,2016,76.97,Unknown,not cancelled,prt,reyes_michael@aol.com,city hotel,111,online ta,4,1
Unknown,22,17,,2016,103.0,Unknown,cancelled,pol,randall.p15@zoho.com,city hotel,142,groups,3,2
Unknown,29,18,,2016,65.0,Unknown,cancelled,prt,blevins_casey69@zoho.com,city hotel,443,offline ta/to,1,0
Unknown,5,19,,2016,62.0,Unknown,cancelled,prt,floyd_lisa@xfinity.com,city hotel,302,groups,2,0
Unknown,6,19,,2016,116.1,Unknown,cancelled,esp,jared_a35@zoho.com,city hotel,53,online ta,2,0
Unknown,15,21,,2016,135.9,Unknown,not cancelled,bel,dwayne_p35@gmail.com,city hotel,131,direct,1,2
Unknown,20,21,,2016,172.0,Unknown,cancelled,prt,christine_s44@comcast.net,city hotel,1,direct,1,0
Unknown,26,22,,2016,110.0,Unknown,not cancelled,prt,joseph_m@aol.com,city hotel,316,groups,3,0
Unknown,29,23,,2016,99.79,Unknown,not cancelled,swe,lori_m@mail.com,city hotel,143,online ta,3,2
Unknown,8,24,,2016,120.0,Unknown,cancelled,prt,carpenter_christopher@yandex.com,city hotel,56,offline ta/to,1,0
Unknown,9,24,,2016,120.0,Unknown,cancelled,prt,mitchell_c73@mail.com,city hotel,27,offline ta/to,1,0
Unknown,16,25,,2016,62.0,Unknown,cancelled,prt,luis_cooke@xfinity.com,city hotel,344,groups,2,0
Unknown,20,26,,2016,120.0,Unknown,cancelled,prt,fjoyce@comcast.net,city hotel,193,offline ta/to,2,1
Unknown,22,26,,2016,157.0,Unknown,cancelled,kor,ldowns@verizon.com,city hotel,24,online ta,2,0
Unknown,23,26,,2016,89.0,Unknown,cancelled,fra,welch_james94@outlook.com,city hotel,15,online ta,1,0
Unknown,23,26,,2016,62.0,Unknown,cancelled,prt,marquez.gabriella@yandex.com,city hotel,351,groups,2,0
Unknown,26,27,,2016,90.95,Unknown,cancelled,deu,donald.l@zoho.com,city hotel,157,online ta,3,2
Unknown,1,27,,2016,65.0,Unknown,cancelled,prt,penny_c@xfinity.com,city hotel,179,groups,2,0
Unknown,2,27,,2016,66.53,Unknown,not cancelled,aut,jordan.kenneth@outlook.com,city hotel,209,online ta,4,2
Unknown,3,28,,2016,97.33,Unknown,cancelled,gbr,shannon_monroe62@att.com,city hotel,138,online ta,2,2
Unknown,4,28,,2016,114.3,Unknown,cancelled,che,kwu@outlook.com,city hotel,149,online ta,1,1
Unknown,7,28,,2016,146.7,Unknown,cancelled,ita,bradleymay@att.com,city hotel,94,online ta,3,2
Unknown,13,29,,2016,105.3,Unknown,cancelled,fra,sean.taylor@verizon.com,city hotel,101,online ta,3,0
Unknown,14,29,,2016,62.0,Unknown,cancelled,prt,sandrataylor16@mail.com,city hotel,372,groups,2,0
Unknown,2,32,,2016,105.3,Unknown,cancelled,deu,robert.green@outlook.com,city hotel,131,online ta,4,0
Unknown,7,33,,2016,151.0,Unknown,cancelled,esp,chang.larry@zoho.com,city hotel,7,online ta,2,2
Unknown,8,33,,2016,140.4,Unknown,cancelled,esp,jhughes91@mail.com,city hotel,99,online ta,2,1
Unknown,13,33,,2016,105.3,Unknown,cancelled,isr,beasley_brian@yandex.com,city hotel,188,online ta,1,1
Unknown,27,35,,2016,77.04,Unknown,cancelled,prt,ashleysmith22@aol.com,city hotel,53,offline ta/to,1,2
Unknown,28,36,,2016,111.35,Unknown,cancelled,rou,padilla.daniel26@yahoo.com,city hotel,187,online ta,5,2
Unknown,3,36,,2016,75.0,Unknown,cancelled,prt,shannon_hensley@yahoo.com,city hotel,420,groups,2,2
Unknown,6,37,,2016,124.2,Unknown,cancelled,bel,kimberly.k@outlook.com,city hotel,57,online ta,3,0
Unknown,14,38,,2016,120.0,Unknown,cancelled,prt,wright_amy@zoho.com,city hotel,48,groups,1,0
Unknown,15,38,,2016,174.0,Unknown,cancelled,fra,kimberlydavila@mail.com,city hotel,18,online ta,2,0
Unknown,23,39,,2016,154.5,Unknown,cancelled,fra,erica.b@comcast.net,city hotel,111,online ta,2,1
Unknown,26,40,,2016,131.2,Unknown,cancelled,prt,greg_sullivan@comcast.net,city hotel,20,online ta,3,1
Unknown,26,40,,2016,95.0,Unknown,cancelled,prt,irwin.william91@protonmail.com,city hotel,250,offline ta/to,3,1
Unknown,5,41,,2016,151.2,Unknown,cancelled,bra,timothyandrews@aol.com,city hotel,144,online ta,5,2
Unknown,12,42,,2016,75.0,Unknown,cancelled,prt,cindymccullough@att.com,city hotel,314,offline ta/to,3,0
Unknown,13,42,,2016,95.0,Unknown,cancelled,prt,harper.yvette@verizon.com,city hotel,37,offline ta/to,3,0
Unknown,16,43,,2016,115.0,Unknown,cancelled,prt,robert.rogers@hotmail.com,city hotel,164,offline ta/to,0,1
Unknown,16,43,,2016,107.1,Unknown,cancelled,chn,robert.l@yandex.com,city hotel,36,online ta,0,1
Unknown,17,43,,2016,118.8,Unknown,cancelled,bel,holloway.gary@protonmail.com,city hotel,65,online ta,3,1
Unknown,20,43,,2016,119.0,Unknown,cancelled,gbr,colejennings@mail.com,city hotel,23,online ta,2,0
Unknown,21,43,,2016,135.0,Unknown,cancelled,prt,margaret.kennedy35@yandex.com,city hotel,81,online ta,2,1
Unknown,22,43,,2016,107.64,Unknown,cancelled,tur,maria.t@att.com,city hotel,115,online ta,3,2
Unknown,27,44,,2016,96.3,Unknown,cancelled,rou,kimberly.martin83@yandex.com,city hotel,196,online ta,2,0
Unknown,31,45,,2016,106.2,Unknown,cancelled,bel,brian_s@comcast.net,city hotel,62,online ta,4,1
Unknown,3,45,,2016,89.0,Unknown,cancelled,prt,robert.chen@att.com,city hotel,304,offline ta/to,3,0
Unknown,7,46,,2016,100.0,Unknown,cancelled,prt,jmcdowell12@xfinity.com,city hotel,277,groups,2,1
Unknown,14,47,,2016,88.0,Unknown,cancelled,esp,kallen@xfinity.com,city hotel,34,online ta,0,1
Unknown,15,47,,2016,88.4,Unknown,cancelled,cn,mcdonald.victoria@protonmail.com,city hotel,51,online ta,5,1
Unknown,23,48,,2016,77.86,Unknown,cancelled,mar,obrien.raymond@zoho.com,city hotel,30,online ta,4,0
Unknown,28,49,,2016,75.0,Unknown,cancelled,prt,albert_robinson@outlook.com,city hotel,35,groups,1,1
Unknown,28,49,,2016,75.0,Unknown,cancelled,prt,bianca.s@protonmail.com,city hotel,35,groups,1,1
Unknown,5,50,,2016,79.2,Unknown,cancelled,ita,mathews.mary@yandex.com,city hotel,102,online ta,1,1
Unknown,15,51,,2016,62.8,Unknown,cancelled,prt,gary.r@aol.com,city hotel,524,groups,2,0
Unknown,22,52,,2016,67.25,Unknown,cancelled,bra,janet_m@zoho.com,city hotel,288,online ta,5,2
Unknown,30,53,,2016,161.67,Unknown,cancelled,fra,rickymelton@gmail.com,city hotel,207,offline ta/to,2,1
Unknown,2,27,,2015,62.0,Unknown,cancelled,prt,keith.wood@att.com,city hotel,258,groups,2,0
Unknown,27,35,,2015,62.0,Unknown,cancelled,prt,brandon_morrow@outlook.com,city hotel,314,groups,2,0
