arrival_date,arrival_date_day_of_month,arrival_date_week_number,arrival_month,arrival_year,avg_price_per_room,booking_id,booking_status,country,email,hotel,lead_time,market_segment_type,stays_in_week_nights,stays_in_weekend_nights
Unknown,29,23,,2016,101.67,Unknown,not cancelled,prt,liu_michelle57@aol.com,resort hotel,7,online ta,1,2
Unknown,30,23,,2016,68.8,Unknown,not cancelled,esp,rhonda_olson@gmail.com,resort hotel,2,offline ta/to,2,1
Unknown,25,22,,2016,94.14,Unknown,not cancelled,gbr,jeremiah.carpenter@yandex.com,resort hotel,131,direct,6,2
Unknown,5,24,,2016,121.0,Unknown,not cancelled,prt,adam_roberts@mail.com,resort hotel,21,online ta,2,2
Unknown,25,26,,2016,122.23,Unknown,not cancelled,prt,patterson.emma@verizon.com,resort hotel,2,online ta,1,1
Unknown,14,29,,2016,182.6,Unknown,not cancelled,esp,justin.lindsey@comcast.net,resort hotel,0,direct,3,2
Unknown,22,30,,2016,143.05,Unknown,not cancelled,gbr,natalie.craig@hotmail.com,resort hotel,197,offline ta/to,5,2
Unknown,23,30,,2016,121.7,Unknown,not cancelled,nor,heather_harrison77@gmail.com,resort hotel,149,offline ta/to,5,2
Unknown,31,32,,2016,194.0,Unknown,not cancelled,prt,wilson_amber32@yahoo.com,resort hotel,152,offline ta/to,4,2
Unknown,3,32,,2016,226.0,Unknown,not cancelled,irl,sparks_nicole81@comcast.net,resort hotel,41,online ta,4,0
Unknown,5,32,,2016,251.0,Unknown,not cancelled,nld,gregorythornton@verizon.com,resort hotel,16,online ta,2,0
Unknown,21,35,,2016,230.64,Unknown,not cancelled,ita,theresa_m@yahoo.com,resort hotel,55,online ta,2,2
Unknown,29,36,,2016,107.0,Unknown,not cancelled,rou,hunter.maria@gmail.com,resort hotel,40,offline ta/to,5,2
Unknown,13,38,,2016,201.0,Unknown,not cancelled,deu,julie_jackson@yandex.com,resort hotel,12,online ta,3,0
Unknown,1,40,,2016,94.5,Unknown,not cancelled,lva,stacy_anderson@comcast.net,resort hotel,269,online ta,2,2
Unknown,2,41,,2016,105.0,Unknown,not cancelled,prt,aramirez@mail.com,resort hotel,70,online ta,0,2
Unknown,20,43,,2016,40.0,Unknown,not cancelled,gbr,jon.kennedy@zoho.com,resort hotel,386,groups,3,0
Unknown,28,44,,2016,57.0,Unknown,not cancelled,prt,sandra.w@mail.com,resort hotel,3,direct,1,0
Unknown,29,44,,2016,0.0,Unknown,not cancelled,prt,avila.franklin74@gmail.com,resort hotel,43,online ta,0,0
Unknown,29,44,,2016,56.73,Unknown,not cancelled,prt,madison_bell@xfinity.com,resort hotel,42,online ta,1,2
Unknown,2,45,,2016,85.0,Unknown,not cancelled,prt,salazar.brittney27@zoho.com,resort hotel,1,direct,2,0
Unknown,3,45,,2016,38.0,Unknown,not cancelled,ukr,bwise38@mail.com,resort hotel,292,groups,1,0
Unknown,3,45,,2016,29.0,Unknown,not cancelled,fra,dryan@gmail.com,resort hotel,45,offline ta/to,3,1
Unknown,11,46,,2016,70.0,Unknown,not cancelled,ita,rhuerta49@xfinity.com,resort hotel,0,direct,1,0
Unknown,4,45,,2016,91.06,Unknown,not cancelled,fra,burns.danielle46@zoho.com,resort hotel,39,direct,5,2
Unknown,11,46,,2016,85.0,Unknown,not cancelled,prt,annfoster56@aol.com,resort hotel,0,direct,1,0
Unknown,19,47,,2016,67.86,Unknown,not cancelled,fra,gross.linda@gmail.com,resort hotel,4,online ta,5,2
Unknown,4,50,,2016,75.0,Unknown,not cancelled,prt,melissa_m89@yandex.com,resort hotel,20,online ta,0,1
Unknown,8,50,,2016,48.0,Unknown,not cancelled,esp,hill.stephen@hotmail.com,resort hotel,35,online ta,3,0
Unknown,27,53,,2016,63.0,Unknown,not cancelled,gbr,richardwillis@zoho.com,resort hotel,3,direct,2,0
Unknown,7,28,,2015,76.5,Unknown,cancelled,prt,james.mason@yahoo.com,city hotel,76,online ta,3,0
Unknown,16,29,,2015,76.5,Unknown,cancelled,prt,mr._c63@verizon.com,city hotel,82,online ta,3,0
Unknown,25,30,,2015,60.0,Unknown,not cancelled,prt,jfleming@verizon.com,city hotel,19,groups,2,2
Unknown,26,31,,2015,0.0,Unknown,not cancelled,prt,henry.c52@yandex.com,city hotel,0,direct,0,1
Unknown,27,31,,2015,62.0,Unknown,not cancelled,prt,timothy.r20@verizon.com,city hotel,25,groups,1,1
Unknown,8,32,,2015,81.0,Unknown,not cancelled,fra,pena.steven@comcast.net,city hotel,1,online ta,4,2
Unknown,11,33,,2015,105.0,Unknown,not cancelled,prt,chan.donald@mail.com,city hotel,1,online ta,4,0
Unknown,14,33,,2015,87.0,Unknown,not cancelled,prt,edward.p@att.com,city hotel,39,offline ta/to,2,0
Unknown,14,33,,2015,109.0,Unknown,not cancelled,deu,rogers_alex@yahoo.com,city hotel,39,offline ta/to,2,0
Unknown,18,34,,2015,75.0,Unknown,not cancelled,esp,charles_norton@verizon.com,city hotel,6,direct,3,0
Unknown,22,34,,2015,138.5,Unknown,not cancelled,ita,susan.h@yandex.com,city hotel,3,offline ta/to,1,2
Unknown,23,35,,2015,76.5,Unknown,not cancelled,fra,lisa_b@aol.com,city hotel,90,online ta,3,2
Unknown,29,35,,2015,94.5,Unknown,not cancelled,ita,michaelgarrett32@zoho.com,city hotel,145,offline ta/to,1,2
Unknown,30,36,,2015,79.0,Unknown,cancelled,prt,patricia_l@protonmail.com,city hotel,12,direct,0,1
Unknown,5,36,,2015,62.0,Unknown,cancelled,prt,scott.w@comcast.net,city hotel,65,groups,1,1
Unknown,5,36,,2015,60.0,Unknown,not cancelled,esp,larry_c@aol.com,city hotel,3,groups,2,2
Unknown,7,37,,2015,130.33,Unknown,not cancelled,bel,jamieconley90@att.com,city hotel,3,online ta,2,1
Unknown,9,37,,2015,62.0,Unknown,not cancelled,prt,richardson_denise@verizon.com,city hotel,69,groups,2,0
Unknown,18,38,,2015,109.0,Unknown,not cancelled,prt,suzanne.dds@protonmail.com,city hotel,74,offline ta/to,2,0
Unknown,18,38,,2015,115.0,Unknown,not cancelled,prt,shane_e@aol.com,city hotel,27,online ta,2,1
Unknown,25,39,,2015,160.0,Unknown,cancelled,prt,gary.w73@xfinity.com,city hotel,20,offline ta/to,2,1
Unknown,25,39,,2015,185.0,Unknown,not cancelled,prt,anthony_g@protonmail.com,city hotel,56,offline ta/to,2,2
Unknown,25,39,,2015,170.0,Unknown,cancelled,prt,collin.grant47@protonmail.com,city hotel,87,groups,3,2
Unknown,30,40,,2015,170.0,Unknown,cancelled,prt,barnett_elizabeth18@verizon.com,city hotel,92,groups,1,0
Unknown,30,40,,2015,170.0,Unknown,cancelled,prt,jevans@aol.com,city hotel,92,groups,1,0
Unknown,2,40,,2015,100.0,Unknown,not cancelled,prt,burch.mark@yahoo.com,city hotel,164,offline ta/to,2,0
Unknown,5,41,,2015,140.0,Unknown,cancelled,prt,amanda.c47@protonmail.com,city hotel,97,groups,3,1
Unknown,5,41,,2015,140.0,Unknown,cancelled,prt,joseph.j@yandex.com,city hotel,97,groups,3,1
Unknown,16,42,,2015,101.5,Unknown,cancelled,prt,walter_kevin@mail.com,city hotel,102,offline ta/to,2,0
Unknown,25,44,,2015,89.25,Unknown,not cancelled,bel,edward_c@mail.com,city hotel,122,online ta,2,2
Unknown,18,47,,2015,65.0,Unknown,not cancelled,prt,nathan_j83@gmail.com,city hotel,140,groups,3,0
Unknown,29,53,,2015,70.0,Unknown,cancelled,prt,michaelmay@hotmail.com,city hotel,140,offline ta/to,5,0
Unknown,2,1,,2016,101.0,Unknown,cancelled,prt,philipcunningham@hotmail.com,city hotel,150,offline ta/to,1,2
Unknown,28,10,,2016,60.0,Unknown,cancelled,prt,april_perez@yandex.com,city hotel,1,offline ta/to,1,2
Unknown,17,12,,2016,97.0,Unknown,cancelled,fra,victoria.brown@yahoo.com,city hotel,17,online ta,3,1
Unknown,18,12,,2016,212.42,Unknown,cancelled,esp,daniel_md@verizon.com,city hotel,44,online ta,3,2
Unknown,20,13,,2016,78.3,Unknown,cancelled,fra,wcastaneda@zoho.com,city hotel,87,online ta,1,2
Unknown,20,13,,2016,113.6,Unknown,cancelled,esp,roy_donald@att.com,city hotel,42,online ta,2,2
Unknown,25,13,,2016,100.0,Unknown,cancelled,prt,hgeorge@xfinity.com,city hotel,78,offline ta/to,2,1
Unknown,30,14,,2016,140.0,Unknown,cancelled,gbr,michaelwyatt@att.com,city hotel,12,online ta,4,1
Unknown,4,15,,2016,63.49,Unknown,not cancelled,usa,jeanettegarrett@yandex.com,city hotel,113,online ta,3,1
Unknown,6,15,,2016,75.0,Unknown,cancelled,prt,mary.r@verizon.com,city hotel,105,offline ta/to,1,0
Unknown,8,15,,2016,80.75,Unknown,cancelled,usa,smith.tiffany@yahoo.com,city hotel,77,online ta,6,2
Unknown,22,17,,2016,119.0,Unknown,cancelled,deu,jonathanmcdonald@outlook.com,city hotel,7,online ta,2,0
Unknown,22,17,,2016,103.0,Unknown,cancelled,pol,coleman.jonathan@verizon.com,city hotel,142,groups,3,2
Unknown,23,17,,2016,96.0,Unknown,cancelled,prt,miguel_m99@gmail.com,city hotel,100,groups,1,1
Unknown,5,19,,2016,65.0,Unknown,cancelled,prt,jjackson@yahoo.com,city hotel,288,groups,3,0
Unknown,5,19,,2016,99.45,Unknown,not cancelled,deu,erik.bryant@att.com,city hotel,124,online ta,3,1
Unknown,7,19,,2016,138.0,Unknown,cancelled,fra,myers_theresa14@protonmail.com,city hotel,18,online ta,3,2
Unknown,12,20,,2016,62.0,Unknown,cancelled,prt,taylor.nancy@outlook.com,city hotel,309,groups,2,0
Unknown,12,20,,2016,62.0,Unknown,cancelled,prt,matthew_ford@mail.com,city hotel,309,groups,2,0
Unknown,12,20,,2016,116.1,Unknown,cancelled,usa,matthew.whitaker22@mail.com,city hotel,39,online ta,3,1
Unknown,13,20,,2016,101.0,Unknown,cancelled,prt,erica_g@outlook.com,city hotel,309,offline ta/to,2,1
Unknown,16,21,,2016,60.0,Unknown,cancelled,prt,dawn_francis@zoho.com,city hotel,451,groups,2,1
Unknown,17,21,,2016,112.0,Unknown,not cancelled,prt,finley.emily18@xfinity.com,city hotel,323,offline ta/to,4,0
Unknown,20,21,,2016,119.7,Unknown,not cancelled,swe,rnichols@xfinity.com,city hotel,167,online ta,2,1
Unknown,24,22,,2016,130.0,Unknown,cancelled,prt,emily_m@mail.com,city hotel,158,groups,2,0
Unknown,26,22,,2016,62.0,Unknown,cancelled,prt,greene.molly@aol.com,city hotel,323,groups,2,0
Unknown,26,22,,2016,110.0,Unknown,not cancelled,aut,sparks_sabrina@xfinity.com,city hotel,316,groups,3,0
Unknown,1,23,,2016,84.24,Unknown,cancelled,chn,steven_w@outlook.com,city hotel,35,online ta,2,0
Unknown,2,23,,2016,116.1,Unknown,cancelled,bel,kristen_peterson@xfinity.com,city hotel,118,online ta,3,0
Unknown,12,25,,2016,120.0,Unknown,cancelled,prt,mr._m95@yahoo.com,city hotel,69,offline ta/to,4,2
Unknown,15,25,,2016,186.3,Unknown,cancelled,esp,david.gutierrez59@hotmail.com,city hotel,74,online ta,2,0
Unknown,15,25,,2016,130.0,Unknown,cancelled,prt,carrie.a@comcast.net,city hotel,188,offline ta/to,2,0
Unknown,17,25,,2016,141.0,Unknown,cancelled,esp,mark.p@comcast.net,city hotel,11,online ta,2,0
Unknown,18,25,,2016,96.0,Unknown,cancelled,prt,vanessasalazar13@protonmail.com,city hotel,156,groups,1,1
Unknown,1,27,,2016,75.0,Unknown,cancelled,prt,kevingonzalez83@gmail.com,city hotel,114,offline ta/to,2,1
Unknown,2,27,,2016,150.3,Unknown,cancelled,gbr,wilkerson_samantha@mail.com,city hotel,75,online ta,1,1
Unknown,7,28,,2016,134.1,Unknown,cancelled,idn,william.p@outlook.com,city hotel,70,online ta,1,0
Unknown,16,29,,2016,151.0,Unknown,cancelled,cze,macevedo@comcast.net,city hotel,19,online ta,1,1
Unknown,23,30,,2016,121.5,Unknown,cancelled,cn,tgraves@zoho.com,city hotel,61,online ta,4,2
Unknown,29,31,,2016,89.25,Unknown,cancelled,ita,holt_marc@xfinity.com,city hotel,164,online ta,5,2
Unknown,6,32,,2016,121.21,Unknown,cancelled,prt,cameronbarnes52@protonmail.com,city hotel,113,offline ta/to,1,2
Unknown,11,33,,2016,62.0,Unknown,cancelled,prt,mr..a98@gmail.com,city hotel,398,groups,2,0
Unknown,12,33,,2016,96.3,Unknown,cancelled,prt,michaelfowler@xfinity.com,city hotel,225,online ta,2,0
Unknown,13,33,,2016,151.0,Unknown,cancelled,fra,donald_w41@hotmail.com,city hotel,11,online ta,1,2
Unknown,19,34,,2016,115.0,Unknown,cancelled,prt,elogan@comcast.net,city hotel,291,offline ta/to,2,0
Unknown,25,35,,2016,62.0,Unknown,cancelled,prt,christopheralexander@outlook.com,city hotel,412,groups,2,0
Unknown,30,36,,2016,85.5,Unknown,cancelled,cn,dpittman@att.com,city hotel,196,online ta,3,0
Unknown,9,37,,2016,137.7,Unknown,cancelled,fra,sward75@att.com,city hotel,38,direct,2,2
Unknown,15,38,,2016,170.0,Unknown,cancelled,fra,valerie.d@yandex.com,city hotel,19,direct,2,0
Unknown,15,38,,2016,166.9,Unknown,cancelled,prt,mr..charles92@verizon.com,city hotel,70,online ta,2,0
Unknown,18,39,,2016,129.0,Unknown,cancelled,mys,robert.h@protonmail.com,city hotel,21,online ta,1,2
Unknown,19,39,,2016,110.0,Unknown,cancelled,prt,mr._d@yandex.com,city hotel,280,offline ta/to,2,1
Unknown,26,40,,2016,107.0,Unknown,not cancelled,deu,walls.mike@mail.com,city hotel,418,offline ta/to,2,1
Unknown,30,40,,2016,120.0,Unknown,cancelled,prt,jackson.cody@verizon.com,city hotel,219,groups,2,1
Unknown,10,42,,2016,132.3,Unknown,cancelled,nor,carrie.d@yandex.com,city hotel,129,online ta,5,1
Unknown,12,42,,2016,135.0,Unknown,cancelled,prt,steven_j@gmail.com,city hotel,73,online ta,4,1
Unknown,13,42,,2016,95.0,Unknown,cancelled,prt,ashley_d@yandex.com,city hotel,37,offline ta/to,3,0
Unknown,25,44,,2016,69.99,Unknown,cancelled,prt,jeffrey_le38@protonmail.com,city hotel,69,online ta,3,0
Unknown,25,44,,2016,80.1,Unknown,cancelled,fra,brady_daugherty@aol.com,city hotel,69,online ta,2,0
Unknown,30,45,,2016,85.85,Unknown,cancelled,gbr,james.davila@comcast.net,city hotel,244,online ta,3,2
Unknown,3,45,,2016,62.8,Unknown,cancelled,prt,jacobs.justin@hotmail.com,city hotel,482,groups,2,0
Unknown,3,45,,2016,79.2,Unknown,cancelled,ita,cpearson53@aol.com,city hotel,83,online ta,3,1
Unknown,7,46,,2016,100.0,Unknown,cancelled,prt,sarah.cox@protonmail.com,city hotel,277,groups,2,1
Unknown,7,46,,2016,100.0,Unknown,cancelled,prt,kelly.schwartz@hotmail.com,city hotel,277,groups,2,1
Unknown,7,46,,2016,100.0,Unknown,cancelled,prt,bowman_rita96@outlook.com,city hotel,277,groups,2,1
Unknown,11,46,,2016,65.0,Unknown,cancelled,prt,jordan.timothy@comcast.net,city hotel,300,groups,2,0
Unknown,11,46,,2016,76.56,Unknown,cancelled,bra,luis.w26@hotmail.com,city hotel,47,online ta,3,2
Unknown,18,47,,2016,91.5,Unknown,cancelled,fra,ian.h@comcast.net,city hotel,16,online ta,2,2
Unknown,25,48,,2016,90.0,Unknown,cancelled,prt,clark_judith@yandex.com,city hotel,158,online ta,2,0
Unknown,25,48,,2016,52.0,Unknown,cancelled,prt,derek_coleman@att.com,city hotel,308,offline ta/to,2,0
Unknown,25,48,,2016,52.0,Unknown,cancelled,prt,theresa.g@protonmail.com,city hotel,308,offline ta/to,2,0
Unknown,7,50,,2016,93.6,Unknown,cancelled,esp,evans.jerry@gmail.com,city hotel,56,online ta,3,0
Unknown,30,53,,2016,84.15,Unknown,cancelled,deu,frank_s@hotmail.com,city hotel,250,online ta,2,2
Unknown,20,34,,2015,62.0,Unknown,cancelled,prt,erin_holt@mail.com,city hotel,307,groups,2,0
Unknown,6,28,,2015,62.0,Unknown,cancelled,prt,fuller.alex@att.com,city hotel,262,groups,1,1
