hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,0,189,2016,August,35,25,2,5,Offline TA/TO,IRL,79.8,Daniel.K12@yahoo.com
Resort Hotel,0,189,2016,August,35,25,2,5,Offline TA/TO,GBR,57.8,Tammy.L@zoho.com
Resort Hotel,0,250,2016,September,39,19,2,5,Offline TA/TO,BEL,81.0,DavidGonzalez@zoho.com
Resort Hotel,0,175,2016,October,40,1,1,1,Online TA,ESP,114.5,Stone.Cory@zoho.com
Resort Hotel,0,245,2016,September,40,26,3,7,Groups,CN,81.8,Monica_Acosta@yandex.com
Resort Hotel,0,0,2016,October,41,5,0,1,Online TA,ESP,86.0,Brenda.R@yandex.com
Resort Hotel,0,11,2016,October,42,9,1,0,Groups,GBR,50.0,JManning75@comcast.net
Resort Hotel,0,365,2016,October,42,13,1,3,Groups,BEL,66.0,Kylie.M@comcast.net
Resort Hotel,0,3,2016,October,42,15,2,1,Online TA,USA,90.0,KRivera48@outlook.com
Resort Hotel,0,2,2016,October,44,29,0,1,Direct,PRT,85.0,Tyler.Horton@aol.com
Resort Hotel,0,33,2016,October,44,27,2,5,Online TA,IRL,55.1,Scott.Adam@xfinity.com
Resort Hotel,0,1,2016,November,46,7,1,0,Online TA,ESP,59.9,Krueger_Anthony@hotmail.com
Resort Hotel,0,30,2016,November,46,10,1,3,Online TA,GBR,59.12,Angel.Mckinney83@att.com
Resort Hotel,0,29,2016,November,47,15,0,1,Groups,FRA,48.0,Carol.S@protonmail.com
Resort Hotel,0,3,2016,December,53,27,0,2,Direct,PRT,54.9,Reed.Brandon@verizon.com
Resort Hotel,0,9,2016,November,48,20,2,2,Offline TA/TO,DEU,48.9,Cole_Rodriguez@yandex.com
Resort Hotel,0,45,2016,November,48,25,0,2,Direct,PRT,67.8,Heather_Dixon22@mail.com
Resort Hotel,0,31,2016,November,49,28,1,2,Online TA,FIN,33.26,Jacob_Nichols@aol.com
Resort Hotel,0,80,2016,December,49,2,0,2,Groups,IRL,51.8,SarahMartin@comcast.net
Resort Hotel,0,1,2016,December,50,6,0,1,Corporate,PRT,54.9,TaraMoore74@xfinity.com
Resort Hotel,0,5,2016,December,50,8,0,3,Groups,ESP,56.0,WandaBranch@att.com
Resort Hotel,0,4,2016,December,50,10,0,1,Online TA,PRT,65.0,Stacy.Johnson29@att.com
Resort Hotel,0,1,2016,December,51,13,0,1,Online TA,PRT,48.0,Linda_S15@yahoo.com
Resort Hotel,0,31,2016,December,53,30,0,2,Groups,PRT,305.0,Dominique_Brown56@att.com
City Hotel,0,51,2015,July,28,8,1,4,Offline TA/TO,PRT,67.5,William_Richardson@gmail.com
City Hotel,1,22,2015,July,30,22,0,2,Groups,PRT,62.0,Daniel_Moss28@zoho.com
City Hotel,0,0,2015,August,33,11,0,1,Online TA,FRA,114.0,Mr._Gilmore@comcast.net
City Hotel,0,3,2015,August,33,13,0,3,Online TA,COL,140.0,Cynthia_J11@mail.com
City Hotel,0,55,2015,August,35,26,0,2,Groups,ESP,62.0,AJordan@att.com
City Hotel,0,8,2015,August,35,26,0,4,Online TA,PRT,90.0,Donna_Schroeder67@zoho.com
City Hotel,1,104,2015,August,36,30,2,1,Groups,ESP,90.0,Sullivan.Jessica45@zoho.com
City Hotel,0,63,2015,September,36,4,0,2,Offline TA/TO,PRT,116.0,Amy_W@mail.com
City Hotel,1,63,2015,September,36,4,0,2,Offline TA/TO,PRT,116.0,Fuentes_Katie@verizon.com
City Hotel,0,1,2015,September,37,6,2,2,Online TA,ESP,135.75,Rosario_Mr.57@outlook.com
City Hotel,0,67,2015,September,37,6,2,2,Direct,FRA,80.0,Jesse_M@xfinity.com
City Hotel,0,44,2015,September,37,12,2,1,Online TA,IRL,120.6,Ariel_S33@yandex.com
City Hotel,0,7,2015,September,38,16,0,2,Offline TA/TO,ESP,113.6,NSimmons37@comcast.net
City Hotel,0,17,2015,September,39,21,1,3,Online TA,FRA,133.0,EByrd@xfinity.com
City Hotel,0,56,2015,September,39,25,2,2,Offline TA/TO,PRT,185.0,Samuel.Thompson95@xfinity.com
City Hotel,1,27,2015,September,40,30,0,2,Offline TA/TO,PRT,108.0,ChristopherJones60@zoho.com
City Hotel,1,30,2015,September,40,30,0,2,Offline TA/TO,PRT,121.0,Abigail_V62@yahoo.com
City Hotel,0,152,2015,September,40,30,0,4,Online TA,AUS,84.52,TWiley@gmail.com
City Hotel,0,66,2015,October,41,9,1,2,Offline TA/TO,PRT,75.0,Sullivan.Richard@comcast.net
City Hotel,1,98,2015,November,48,23,1,2,Groups,PRT,84.0,AlexGallagher62@aol.com
City Hotel,0,90,2015,December,49,4,2,2,Online TA,ITA,72.25,Jacob_F@yahoo.com
City Hotel,1,106,2015,December,50,9,0,2,Groups,PRT,75.0,AaronBurgess98@zoho.com
City Hotel,0,110,2015,December,50,9,0,4,Offline TA/TO,FRA,70.0,Mckee_Megan@comcast.net
City Hotel,1,148,2015,December,53,31,1,3,Groups,PRT,77.5,MChambers@protonmail.com
City Hotel,0,2,2016,January,2,3,2,0,Online TA,ESP,80.6,Sara_P@yahoo.com
City Hotel,0,1,2016,January,2,4,1,0,Online TA,DEU,106.0,Martha.Conley@mail.com
City Hotel,0,37,2016,February,7,11,0,3,Online TA,ESP,89.3,Donna_S@outlook.com
City Hotel,1,35,2016,March,12,14,1,2,Online TA,USA,71.1,Emily_L@att.com
City Hotel,1,101,2016,March,12,15,0,3,Online TA,FRA,78.3,Shannon.N35@gmail.com
City Hotel,0,71,2016,March,12,17,1,3,Online TA,GBR,88.83,Stephanie_A@mail.com
City Hotel,1,60,2016,March,13,20,2,2,Offline TA/TO,PRT,75.0,Heather.Chase@mail.com
City Hotel,1,46,2016,March,13,21,1,2,Offline TA/TO,PRT,85.0,ACombs55@comcast.net
City Hotel,1,37,2016,March,14,31,2,4,Online TA,CHN,107.1,Bauer_Bridget36@outlook.com
City Hotel,1,64,2016,April,14,1,4,10,Online TA,PRT,109.65,Williams_Gregory@yahoo.com
City Hotel,1,73,2016,April,15,3,2,1,Online TA,GBR,96.3,TSchmitt19@mail.com
City Hotel,0,91,2016,April,15,3,2,3,Direct,PRT,95.94,Judy.W@xfinity.com
City Hotel,1,5,2016,April,15,4,3,5,Online TA,CHN,126.75,SPage@comcast.net
City Hotel,1,105,2016,April,15,6,0,1,Offline TA/TO,PRT,75.0,CMedina@mail.com
City Hotel,1,105,2016,April,15,6,0,1,Offline TA/TO,PRT,75.0,Haley.Fisher66@protonmail.com
City Hotel,0,101,2016,April,15,6,0,3,Online TA,AUS,90.3,Carey.Hailey@att.com
City Hotel,1,48,2016,April,16,11,1,2,Online TA,CHE,137.7,Meredith_Tran11@outlook.com
City Hotel,1,281,2016,April,16,14,0,2,Groups,PRT,62.0,JDavies@yandex.com
City Hotel,1,54,2016,April,17,18,1,0,Online TA,ISR,85.5,Deborah_G@aol.com
City Hotel,1,103,2016,April,17,19,0,2,Offline TA/TO,PRT,115.0,Williams_Garrett@xfinity.com
City Hotel,1,302,2016,May,19,5,0,2,Groups,PRT,62.0,JFisher@aol.com
City Hotel,1,38,2016,May,19,6,2,3,Online TA,FRA,149.68,EmilyRichard@outlook.com
City Hotel,1,6,2016,May,20,10,0,4,Online TA,BRA,129.0,Evans_Laurie@hotmail.com
City Hotel,1,121,2016,May,20,14,1,1,Groups,PRT,96.0,Davis.Mike93@aol.com
City Hotel,1,84,2016,May,21,16,1,2,Online TA,AUS,126.9,Sharon.Frost@verizon.com
City Hotel,1,316,2016,May,21,19,0,2,Groups,PRT,62.0,Brianna.Trevino@att.com
City Hotel,1,95,2016,May,21,21,0,1,Online TA,PRT,159.3,Don.Cunningham@att.com
City Hotel,1,55,2016,May,21,21,2,1,Online TA,ITA,116.1,Jessica.Mckinney@att.com
City Hotel,1,316,2016,May,22,26,0,3,Groups,PRT,110.0,TiffanyRodriguez@protonmail.com
City Hotel,1,35,2016,May,22,27,1,2,Online TA,POL,153.3,Mrs._M@aol.com
City Hotel,1,55,2016,May,23,30,1,2,Online TA,CHN,109.35,Thomas_S92@outlook.com
City Hotel,1,163,2016,June,24,5,2,2,Offline TA/TO,PRT,100.0,MSutton@yandex.com
City Hotel,1,213,2016,June,24,7,0,3,Offline TA/TO,PRT,130.0,Brian.Hughes50@gmail.com
City Hotel,1,27,2016,June,24,9,0,1,Offline TA/TO,PRT,120.0,Patton.Matthew@hotmail.com
City Hotel,1,188,2016,June,25,15,0,2,Offline TA/TO,PRT,130.0,TMD@protonmail.com
City Hotel,1,17,2016,June,26,23,0,1,Online TA,GBR,95.0,Lauren_A@hotmail.com
City Hotel,1,113,2016,June,27,30,1,3,Offline TA/TO,PRT,85.0,Kristina_M33@outlook.com
City Hotel,1,245,2016,July,28,6,2,4,Offline TA/TO,PRT,110.0,Paul.Cardenas@hotmail.com
City Hotel,1,49,2016,July,28,9,1,1,Online TA,ITA,105.3,Keller.Donald@protonmail.com
City Hotel,1,99,2016,July,31,25,1,3,Online TA,ITA,94.5,Carter_Jessica@mail.com
City Hotel,1,139,2016,July,31,30,2,1,Online TA,FRA,192.3,Keith_B47@gmail.com
City Hotel,1,121,2016,August,32,6,1,1,Direct,PRT,97.75,Nicole.Williams@att.com
City Hotel,1,128,2016,August,33,9,0,5,Online TA,ITA,103.5,CherylBenitez@att.com
City Hotel,1,119,2016,August,34,16,0,2,Online TA,BEL,127.8,Vasquez.Maria@yandex.com
City Hotel,1,133,2016,August,34,19,1,2,Offline TA/TO,PRT,82.45,Christy_R95@verizon.com
City Hotel,1,112,2016,August,35,22,1,4,Online TA,ESP,150.3,Brianna.Peterson@comcast.net
City Hotel,1,182,2016,August,35,24,0,3,Direct,DEU,88.5,Hayden.Patty@att.com
City Hotel,1,412,2016,August,35,25,0,2,Groups,PRT,62.0,CalebPeterson@gmail.com
City Hotel,1,52,2016,August,35,27,2,1,Online TA,USA,150.9,Amy_Wilcox76@yahoo.com
City Hotel,1,426,2016,September,37,8,0,2,Groups,PRT,62.0,James.J@yandex.com
City Hotel,1,198,2016,September,37,9,1,2,Groups,PRT,120.0,Larson_Jason@comcast.net
City Hotel,1,440,2016,September,39,22,0,2,Groups,PRT,62.0,Julia.E@comcast.net
City Hotel,1,260,2016,September,39,22,0,3,Online TA,GBR,113.4,Robin.Holmes65@comcast.net
City Hotel,1,249,2016,October,41,2,2,3,Online TA,DEU,119.85,Joshua_K@comcast.net
City Hotel,1,49,2016,October,41,3,1,3,Online TA,DEU,108.0,Joshua_R63@mail.com
City Hotel,1,184,2016,October,41,4,0,3,Online TA,NOR,122.4,Williams_April@protonmail.com
City Hotel,1,184,2016,October,41,4,0,3,Online TA,NOR,122.4,TheresaCooper75@yandex.com
City Hotel,1,238,2016,October,41,6,0,3,Online TA,ESP,159.3,PSims@mail.com
City Hotel,1,67,2016,October,43,17,1,0,Groups,PRT,115.0,Monica_Murphy@xfinity.com
City Hotel,1,27,2016,October,43,17,1,2,Online TA,NLD,119.0,Gabriel_Hall89@outlook.com
City Hotel,1,468,2016,October,43,20,0,2,Groups,PRT,62.0,Rangel_Melissa@aol.com
City Hotel,1,303,2016,October,44,27,0,3,Online TA,CN,105.3,SEdwards45@yahoo.com
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,Joseph.S43@outlook.com
City Hotel,1,88,2016,November,48,26,0,1,Online TA,NLD,156.6,MHensley@xfinity.com
City Hotel,1,109,2016,December,50,6,1,5,Online TA,BRA,88.4,DCampbell@protonmail.com
City Hotel,1,244,2016,December,53,30,1,2,Online TA,ITA,80.7,Sanders_Lisa@hotmail.com
City Hotel,1,258,2015,July,27,2,0,2,Groups,PRT,62.8,Jennifer.Young@protonmail.com
City Hotel,1,314,2015,August,35,27,0,2,Groups,PRT,62.8,Carrie.Mccormick15@att.com
City Hotel,1,281,2015,July,30,25,2,1,Groups,PRT,62.8,SCruz30@zoho.com
City Hotel,1,339,2015,September,39,21,1,1,Groups,PRT,62.0,Curtis_Whitney45@outlook.com
City Hotel,1,359,2015,October,42,11,2,0,Groups,PRT,60.0,Carl_Riley@mail.com
City Hotel,0,1,2015,September,38,18,0,1,Complementary,PRT,0.0,ORoberts@mail.com
City Hotel,1,329,2015,September,37,11,2,3,Offline TA/TO,PRT,90.0,Webb_Tara@att.com
City Hotel,1,153,2015,August,32,3,1,2,Groups,PRT,0.0,Brown.Elizabeth39@yandex.com
City Hotel,1,181,2015,July,30,23,2,3,Online TA,PRT,76.5,Kimberly.Howard@outlook.com
City Hotel,1,219,2015,September,36,4,1,2,Offline TA/TO,PRT,80.0,MAtkinson13@yahoo.com
City Hotel,1,304,2015,August,34,17,1,1,Groups,PRT,62.0,RandyChen@hotmail.com
City Hotel,1,341,2015,September,39,23,0,2,Groups,PRT,62.0,Lewis.Donna@xfinity.com
City Hotel,1,302,2015,August,33,15,2,2,Groups,PRT,62.0,MichaelHunt@mail.com
City Hotel,1,323,2015,September,36,5,2,2,Groups,PRT,62.0,Heather_Clements@att.com
City Hotel,1,301,2015,August,33,14,0,2,Offline TA/TO,PRT,101.5,Makayla_Collins@aol.com
City Hotel,1,261,2015,October,42,16,0,1,Offline TA/TO,PRT,120.0,Sheila.L@xfinity.com
City Hotel,1,200,2015,September,37,12,2,1,Groups,PRT,86.0,Keith.Rodriguez@mail.com
City Hotel,1,221,2015,October,40,3,2,1,Groups,PRT,86.0,StephanieMatthews@aol.com
City Hotel,1,379,2015,October,44,31,1,1,Groups,PRT,62.0,Anthony.D@verizon.com
City Hotel,1,414,2015,December,49,5,2,1,Groups,PRT,62.0,Jason.Morris@protonmail.com
City Hotel,1,207,2015,September,40,29,0,2,Offline TA/TO,PRT,48.0,Gallegos_Heather44@aol.com
City Hotel,0,0,2016,September,38,13,0,2,Corporate,PRT,67.0,David_W49@gmail.com
City Hotel,1,175,2015,August,35,24,1,0,Online TA,PRT,76.5,Frederick_Jasmin31@outlook.com
City Hotel,0,1,2015,August,32,8,2,1,Direct,BRA,75.0,Daniel_Hughes75@gmail.com
Resort Hotel,0,9,2015,July,27,3,0,1,Online TA,PRT,98.0,Colleen.Murphy@mail.com
Resort Hotel,0,98,2015,July,27,4,2,1,Offline TA/TO,FRA,71.55,NoahBowers@protonmail.com
Resort Hotel,0,94,2015,July,28,5,4,6,Direct,PRT,124.45,Bass_Alexander65@zoho.com
Resort Hotel,1,24,2015,July,28,9,0,3,Online TA,PRT,123.0,PDunn@aol.com
Resort Hotel,0,10,2015,July,28,10,0,1,Direct,USA,131.0,Amanda_Johnson30@att.com
Resort Hotel,0,44,2015,July,28,11,2,3,Online TA,ESP,120.6,Smith.Ashley45@gmail.com
Resort Hotel,0,22,2015,July,30,24,0,2,Online TA,ESP,153.0,AKhan@hotmail.com
Resort Hotel,1,298,2015,July,31,27,1,5,Offline TA/TO,PRT,183.45,Shannon_S@verizon.com
Resort Hotel,1,43,2015,August,32,7,2,4,Online TA,PRT,202.0,Robert.DDS@protonmail.com
Resort Hotel,1,12,2015,August,34,16,1,0,Corporate,PRT,184.45,DavidGarza30@protonmail.com
Resort Hotel,1,71,2015,August,35,25,0,3,Online TA,PRT,154.0,Kimberly_D88@verizon.com
Resort Hotel,1,73,2015,August,35,25,0,1,Online TA,PRT,112.5,Amanda.Garcia@aol.com
Resort Hotel,0,110,2015,September,38,17,1,3,Direct,NLD,65.0,Sawyer.Brandy@zoho.com
Resort Hotel,0,0,2015,October,41,6,0,2,Direct,CHE,66.0,Kimberly.W@att.com
Resort Hotel,1,148,2015,October,43,24,0,1,Groups,PRT,47.0,Frank.F@yandex.com
Resort Hotel,0,3,2015,October,44,30,0,2,Direct,PRT,72.0,Edward_D@xfinity.com
Resort Hotel,0,4,2015,October,44,30,2,6,Online TA,GBR,49.74,DDS.Ms.@verizon.com
Resort Hotel,1,68,2015,December,50,6,2,1,Online TA,PRT,40.5,LauraGarrison@zoho.com
Resort Hotel,0,165,2015,December,53,30,0,4,Groups,PRT,0.0,West.Krystal@outlook.com
Resort Hotel,1,72,2016,February,6,6,2,1,Groups,PRT,73.33,Cox.Robert23@yahoo.com
