hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,0,41,2016,August,32,3,0,4,Online TA,IRL,226.0,Sparks_Nicole81@comcast.net
Resort Hotel,0,16,2016,August,32,5,0,2,Online TA,NLD,251.0,GregoryThornton@verizon.com
Resort Hotel,0,55,2016,August,35,21,2,2,Online TA,ITA,230.64,Theresa_M@yahoo.com
Resort Hotel,0,40,2016,August,36,29,2,5,Offline TA/TO,ROU,107.0,Hunter.Maria@gmail.com
Resort Hotel,0,12,2016,September,38,13,0,3,Online TA,DEU,201.0,Julie_Jackson@yandex.com
Resort Hotel,0,269,2016,October,40,1,2,2,Online TA,LVA,94.5,Stacy_Anderson@comcast.net
Resort Hotel,0,70,2016,October,41,2,2,0,Online TA,PRT,105.0,ARamirez@mail.com
Resort Hotel,0,386,2016,October,43,20,0,3,Groups,GBR,40.0,Jon.Kennedy@zoho.com
Resort Hotel,0,3,2016,October,44,28,0,1,Direct,PRT,57.0,Sandra.W@mail.com
Resort Hotel,0,43,2016,October,44,29,0,0,Online TA,PRT,0.0,Avila.Franklin74@gmail.com
Resort Hotel,0,42,2016,October,44,29,2,1,Online TA,PRT,56.73,Madison_Bell@xfinity.com
Resort Hotel,0,1,2016,November,45,2,0,2,Direct,PRT,85.0,Salazar.Brittney27@zoho.com
Resort Hotel,0,292,2016,November,45,3,0,1,Groups,UKR,38.0,BWise38@mail.com
Resort Hotel,0,45,2016,November,45,3,1,3,Offline TA/TO,FRA,29.0,DRyan@gmail.com
Resort Hotel,0,0,2016,November,46,11,0,1,Direct,ITA,70.0,RHuerta49@xfinity.com
Resort Hotel,0,39,2016,November,45,4,2,5,Direct,FRA,91.06,Burns.Danielle46@zoho.com
Resort Hotel,0,0,2016,November,46,11,0,1,Direct,PRT,85.0,AnnFoster56@aol.com
Resort Hotel,0,4,2016,November,47,19,2,5,Online TA,FRA,67.86,Gross.Linda@gmail.com
Resort Hotel,0,20,2016,December,50,4,1,0,Online TA,PRT,75.0,Melissa_M89@yandex.com
Resort Hotel,0,35,2016,December,50,8,0,3,Online TA,ESP,48.0,Hill.Stephen@hotmail.com
Resort Hotel,0,3,2016,December,53,27,0,2,Direct,GBR,63.0,RichardWillis@zoho.com
City Hotel,1,76,2015,July,28,7,0,3,Online TA,PRT,76.5,James.Mason@yahoo.com
City Hotel,1,82,2015,July,29,16,0,3,Online TA,PRT,76.5,Mr._C63@verizon.com
City Hotel,0,19,2015,July,30,25,2,2,Groups,PRT,60.0,JFleming@verizon.com
City Hotel,0,0,2015,July,31,26,1,0,Direct,PRT,0.0,Henry.C52@yandex.com
City Hotel,0,25,2015,July,31,27,1,1,Groups,PRT,62.0,Timothy.R20@verizon.com
City Hotel,0,1,2015,August,32,8,2,4,Online TA,FRA,81.0,Pena.Steven@comcast.net
City Hotel,0,1,2015,August,33,11,0,4,Online TA,PRT,105.0,Chan.Donald@mail.com
City Hotel,0,39,2015,August,33,14,0,2,Offline TA/TO,PRT,87.0,Edward.P@att.com
City Hotel,0,39,2015,August,33,14,0,2,Offline TA/TO,DEU,109.0,Rogers_Alex@yahoo.com
City Hotel,0,6,2015,August,34,18,0,3,Direct,ESP,75.0,Charles_Norton@verizon.com
City Hotel,0,3,2015,August,34,22,2,1,Offline TA/TO,ITA,138.5,Susan.H@yandex.com
City Hotel,0,90,2015,August,35,23,2,3,Online TA,FRA,76.5,Lisa_B@aol.com
City Hotel,0,145,2015,August,35,29,2,1,Offline TA/TO,ITA,94.5,MichaelGarrett32@zoho.com
City Hotel,1,12,2015,August,36,30,1,0,Direct,PRT,79.0,Patricia_L@protonmail.com
City Hotel,1,65,2015,September,36,5,1,1,Groups,PRT,62.0,Scott.W@comcast.net
City Hotel,0,3,2015,September,36,5,2,2,Groups,ESP,60.0,Larry_C@aol.com
City Hotel,0,3,2015,September,37,7,1,2,Online TA,BEL,130.33,JamieConley90@att.com
City Hotel,0,69,2015,September,37,9,0,2,Groups,PRT,62.0,Richardson_Denise@verizon.com
City Hotel,0,74,2015,September,38,18,0,2,Offline TA/TO,PRT,109.0,Suzanne.DDS@protonmail.com
City Hotel,0,27,2015,September,38,18,1,2,Online TA,PRT,115.0,Shane_E@aol.com
City Hotel,1,20,2015,September,39,25,1,2,Offline TA/TO,PRT,160.0,Gary.W73@xfinity.com
City Hotel,0,56,2015,September,39,25,2,2,Offline TA/TO,PRT,185.0,Anthony_G@protonmail.com
City Hotel,1,87,2015,September,39,25,2,3,Groups,PRT,170.0,Collin.Grant47@protonmail.com
City Hotel,1,92,2015,September,40,30,0,1,Groups,PRT,170.0,Barnett_Elizabeth18@verizon.com
City Hotel,1,92,2015,September,40,30,0,1,Groups,PRT,170.0,JEvans@aol.com
City Hotel,0,164,2015,October,40,2,0,2,Offline TA/TO,PRT,100.0,Burch.Mark@yahoo.com
City Hotel,1,97,2015,October,41,5,1,3,Groups,PRT,140.0,Amanda.C47@protonmail.com
City Hotel,1,97,2015,October,41,5,1,3,Groups,PRT,140.0,Joseph.J@yandex.com
City Hotel,1,102,2015,October,42,16,0,2,Offline TA/TO,PRT,101.5,Walter_Kevin@mail.com
City Hotel,0,122,2015,October,44,25,2,2,Online TA,BEL,89.25,Edward_C@mail.com
City Hotel,0,140,2015,November,47,18,0,3,Groups,PRT,65.0,Nathan_J83@gmail.com
City Hotel,1,140,2015,December,53,29,0,5,Offline TA/TO,PRT,70.0,MichaelMay@hotmail.com
City Hotel,1,150,2016,January,1,2,2,1,Offline TA/TO,PRT,101.0,PhilipCunningham@hotmail.com
City Hotel,1,1,2016,February,10,28,2,1,Offline TA/TO,PRT,60.0,April_Perez@yandex.com
City Hotel,1,17,2016,March,12,17,1,3,Online TA,FRA,97.0,Victoria.Brown@yahoo.com
City Hotel,1,44,2016,March,12,18,2,3,Online TA,ESP,212.42,Daniel_MD@verizon.com
City Hotel,1,87,2016,March,13,20,2,1,Online TA,FRA,78.3,WCastaneda@zoho.com
City Hotel,1,42,2016,March,13,20,2,2,Online TA,ESP,113.6,Roy_Donald@att.com
City Hotel,1,78,2016,March,13,25,1,2,Offline TA/TO,PRT,100.0,HGeorge@xfinity.com
City Hotel,1,12,2016,March,14,30,1,4,Online TA,GBR,140.0,MichaelWyatt@att.com
City Hotel,0,113,2016,April,15,4,1,3,Online TA,USA,63.49,JeanetteGarrett@yandex.com
City Hotel,1,105,2016,April,15,6,0,1,Offline TA/TO,PRT,75.0,Mary.R@verizon.com
City Hotel,1,77,2016,April,15,8,2,6,Online TA,USA,80.75,Smith.Tiffany@yahoo.com
City Hotel,1,7,2016,April,17,22,0,2,Online TA,DEU,119.0,JonathanMcdonald@outlook.com
City Hotel,1,142,2016,April,17,22,2,3,Groups,POL,103.0,Coleman.Jonathan@verizon.com
City Hotel,1,100,2016,April,17,23,1,1,Groups,PRT,96.0,Miguel_M99@gmail.com
City Hotel,1,288,2016,May,19,5,0,3,Groups,PRT,65.0,JJackson@yahoo.com
City Hotel,0,124,2016,May,19,5,1,3,Online TA,DEU,99.45,Erik.Bryant@att.com
City Hotel,1,18,2016,May,19,7,2,3,Online TA,FRA,138.0,Myers_Theresa14@protonmail.com
City Hotel,1,309,2016,May,20,12,0,2,Groups,PRT,62.0,Taylor.Nancy@outlook.com
City Hotel,1,309,2016,May,20,12,0,2,Groups,PRT,62.0,Matthew_Ford@mail.com
City Hotel,1,39,2016,May,20,12,1,3,Online TA,USA,116.1,Matthew.Whitaker22@mail.com
City Hotel,1,309,2016,May,20,13,1,2,Offline TA/TO,PRT,101.0,Erica_G@outlook.com
City Hotel,1,451,2016,May,21,16,1,2,Groups,PRT,60.0,Dawn_Francis@zoho.com
City Hotel,0,323,2016,May,21,17,0,4,Offline TA/TO,PRT,112.0,Finley.Emily18@xfinity.com
City Hotel,0,167,2016,May,21,20,1,2,Online TA,SWE,119.7,RNichols@xfinity.com
City Hotel,1,158,2016,May,22,24,0,2,Groups,PRT,130.0,Emily_M@mail.com
City Hotel,1,323,2016,May,22,26,0,2,Groups,PRT,62.0,Greene.Molly@aol.com
City Hotel,0,316,2016,May,22,26,0,3,Groups,AUT,110.0,Sparks_Sabrina@xfinity.com
City Hotel,1,35,2016,June,23,1,0,2,Online TA,CHN,84.24,Steven_W@outlook.com
City Hotel,1,118,2016,June,23,2,0,3,Online TA,BEL,116.1,Kristen_Peterson@xfinity.com
City Hotel,1,69,2016,June,25,12,2,4,Offline TA/TO,PRT,120.0,Mr._M95@yahoo.com
City Hotel,1,74,2016,June,25,15,0,2,Online TA,ESP,186.3,David.Gutierrez59@hotmail.com
City Hotel,1,188,2016,June,25,15,0,2,Offline TA/TO,PRT,130.0,Carrie.A@comcast.net
City Hotel,1,11,2016,June,25,17,0,2,Online TA,ESP,141.0,Mark.P@comcast.net
City Hotel,1,156,2016,June,25,18,1,1,Groups,PRT,96.0,VanessaSalazar13@protonmail.com
City Hotel,1,114,2016,July,27,1,1,2,Offline TA/TO,PRT,75.0,KevinGonzalez83@gmail.com
City Hotel,1,75,2016,July,27,2,1,1,Online TA,GBR,150.3,Wilkerson_Samantha@mail.com
City Hotel,1,70,2016,July,28,7,0,1,Online TA,IDN,134.1,William.P@outlook.com
City Hotel,1,19,2016,July,29,16,1,1,Online TA,CZE,151.0,MAcevedo@comcast.net
City Hotel,1,61,2016,July,30,23,2,4,Online TA,CN,121.5,TGraves@zoho.com
City Hotel,1,164,2016,July,31,29,2,5,Online TA,ITA,89.25,Holt_Marc@xfinity.com
City Hotel,1,113,2016,August,32,6,2,1,Offline TA/TO,PRT,121.21,CameronBarnes52@protonmail.com
City Hotel,1,398,2016,August,33,11,0,2,Groups,PRT,62.0,Mr..A98@gmail.com
City Hotel,1,225,2016,August,33,12,0,2,Online TA,PRT,96.3,MichaelFowler@xfinity.com
City Hotel,1,11,2016,August,33,13,2,1,Online TA,FRA,151.0,Donald_W41@hotmail.com
City Hotel,1,291,2016,August,34,19,0,2,Offline TA/TO,PRT,115.0,ELogan@comcast.net
City Hotel,1,412,2016,August,35,25,0,2,Groups,PRT,62.0,ChristopherAlexander@outlook.com
City Hotel,1,196,2016,August,36,30,0,3,Online TA,CN,85.5,DPittman@att.com
City Hotel,1,38,2016,September,37,9,2,2,Direct,FRA,137.7,SWard75@att.com
City Hotel,1,19,2016,September,38,15,0,2,Direct,FRA,170.0,Valerie.D@yandex.com
City Hotel,1,70,2016,September,38,15,0,2,Online TA,PRT,166.9,Mr..Charles92@verizon.com
City Hotel,1,21,2016,September,39,18,2,1,Online TA,MYS,129.0,Robert.H@protonmail.com
City Hotel,1,280,2016,September,39,19,1,2,Offline TA/TO,PRT,110.0,Mr._D@yandex.com
City Hotel,0,418,2016,September,40,26,1,2,Offline TA/TO,DEU,107.0,Walls.Mike@mail.com
City Hotel,1,219,2016,September,40,30,1,2,Groups,PRT,120.0,Jackson.Cody@verizon.com
City Hotel,1,129,2016,October,42,10,1,5,Online TA,NOR,132.3,Carrie.D@yandex.com
City Hotel,1,73,2016,October,42,12,1,4,Online TA,PRT,135.0,Steven_J@gmail.com
City Hotel,1,37,2016,October,42,13,0,3,Offline TA/TO,PRT,95.0,Ashley_D@yandex.com
City Hotel,1,69,2016,October,44,25,0,3,Online TA,PRT,69.99,Jeffrey_Le38@protonmail.com
City Hotel,1,69,2016,October,44,25,0,2,Online TA,FRA,80.1,Brady_Daugherty@aol.com
City Hotel,1,244,2016,October,45,30,2,3,Online TA,GBR,85.85,James.Davila@comcast.net
City Hotel,1,482,2016,November,45,3,0,2,Groups,PRT,62.8,Jacobs.Justin@hotmail.com
City Hotel,1,83,2016,November,45,3,1,3,Online TA,ITA,79.2,CPearson53@aol.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Sarah.Cox@protonmail.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Kelly.Schwartz@hotmail.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Bowman_Rita96@outlook.com
City Hotel,1,300,2016,November,46,11,0,2,Groups,PRT,65.0,Jordan.Timothy@comcast.net
City Hotel,1,47,2016,November,46,11,2,3,Online TA,BRA,76.56,Luis.W26@hotmail.com
City Hotel,1,16,2016,November,47,18,2,2,Online TA,FRA,91.5,Ian.H@comcast.net
City Hotel,1,158,2016,November,48,25,0,2,Online TA,PRT,90.0,Clark_Judith@yandex.com
City Hotel,1,308,2016,November,48,25,0,2,Offline TA/TO,PRT,52.0,Derek_Coleman@att.com
City Hotel,1,308,2016,November,48,25,0,2,Offline TA/TO,PRT,52.0,Theresa.G@protonmail.com
City Hotel,1,56,2016,December,50,7,0,3,Online TA,ESP,93.6,Evans.Jerry@gmail.com
City Hotel,1,250,2016,December,53,30,2,2,Online TA,DEU,84.15,Frank_S@hotmail.com
City Hotel,1,307,2015,August,34,20,0,2,Groups,PRT,62.0,Erin_Holt@mail.com
City Hotel,1,262,2015,July,28,6,1,1,Groups,PRT,62.0,Fuller.Alex@att.com
City Hotel,1,374,2015,October,44,26,1,1,Groups,PRT,62.0,Kelley_Joshua92@gmail.com
City Hotel,1,241,2015,October,43,19,1,2,Groups,PRT,0.0,Johnson.Michael79@xfinity.com
City Hotel,1,148,2015,July,28,7,2,5,Online TA,PRT,76.5,Jacob.C40@att.com
City Hotel,1,271,2015,July,29,15,0,2,Groups,PRT,62.0,Johnson_Patricia49@zoho.com
City Hotel,1,283,2015,July,31,27,1,1,Groups,PRT,62.0,AOconnell@comcast.net
City Hotel,1,313,2015,August,35,26,0,2,Groups,PRT,62.0,DavidCallahan@zoho.com
City Hotel,1,323,2015,September,36,5,1,1,Groups,PRT,62.0,Kevin.Brewer@zoho.com
City Hotel,1,312,2015,August,35,25,0,4,Groups,PRT,62.0,RHood18@yandex.com
City Hotel,1,336,2015,September,38,18,0,2,Offline TA/TO,PRT,101.5,Natalie.Duke@hotmail.com
City Hotel,1,364,2015,October,42,16,0,2,Offline TA/TO,PRT,101.5,Megan_W@att.com
City Hotel,1,260,2015,September,38,18,0,2,Offline TA/TO,PRT,80.0,LDVM@mail.com
City Hotel,1,179,2015,August,34,22,2,1,Groups,PRT,86.0,Elliott_Jesse@gmail.com
City Hotel,1,358,2015,October,41,10,1,1,Groups,PRT,62.0,Cooley_Brett@hotmail.com
City Hotel,1,414,2015,December,49,5,2,1,Groups,PRT,62.0,Jose.Cole25@outlook.com
City Hotel,0,0,2015,August,32,8,0,1,Direct,FRA,85.0,Lisa.Terry@aol.com
Resort Hotel,1,96,2015,July,27,1,2,8,Direct,PRT,108.3,Reginald_C57@outlook.com
Resort Hotel,0,34,2015,July,28,10,2,5,Online TA,GBR,95.27,Smith.Cody@comcast.net
Resort Hotel,0,53,2015,July,29,12,1,0,Online TA,CN,153.0,Allison_J76@gmail.com
Resort Hotel,1,41,2015,July,30,20,1,3,Online TA,PRT,135.0,NHurst@zoho.com
Resort Hotel,1,41,2015,July,31,27,1,3,Online TA,PRT,120.6,Jared.W@xfinity.com
Resort Hotel,1,11,2015,July,31,28,0,3,Online TA,PRT,173.0,Christina_T39@protonmail.com
Resort Hotel,1,120,2015,August,33,11,0,3,Online TA,PRT,112.5,TiffanyAnderson@zoho.com
Resort Hotel,0,49,2015,August,33,11,2,8,Offline TA/TO,PRT,200.7,Johnson_Dr.@aol.com
Resort Hotel,1,85,2015,August,33,12,4,10,Online TA,PRT,120.6,WCook@gmail.com
Resort Hotel,0,31,2015,September,37,10,0,3,Online TA,BEL,108.0,Michael_R@verizon.com
Resort Hotel,0,167,2015,September,37,10,4,10,Offline TA/TO,IRL,50.15,Carrie.Scott@comcast.net
Resort Hotel,0,69,2015,October,41,4,2,3,Offline TA/TO,IRL,40.05,William.D43@outlook.com
Resort Hotel,0,29,2015,October,41,8,1,3,Online TA,DEU,85.0,JonathanGarcia@yahoo.com
Resort Hotel,0,5,2015,October,41,10,1,1,Online TA,ESP,101.5,Matthew.Gonzalez@xfinity.com
Resort Hotel,0,130,2015,October,42,16,0,2,Online TA,USA,98.4,Nancy.Thomas80@yahoo.com
Resort Hotel,1,148,2015,October,43,24,0,1,Groups,PRT,39.0,James.Z@protonmail.com
Resort Hotel,0,4,2015,November,45,7,2,1,Online TA,ESP,94.0,EthanMorris@aol.com
Resort Hotel,0,56,2015,November,48,23,0,0,Online TA,PRT,0.0,Elijah_B@protonmail.com
Resort Hotel,1,149,2015,December,49,5,2,1,Groups,PRT,68.0,Samuel_Z87@aol.com
