hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
City Hotel,1,99,2016,August,33,8,1,2,Online TA,ESP,140.4,JHughes91@mail.com
City Hotel,1,188,2016,August,33,13,1,1,Online TA,ISR,105.3,Beasley_Brian@yandex.com
City Hotel,1,53,2016,August,35,27,2,1,Offline TA/TO,PRT,77.04,AshleySmith22@aol.com
City Hotel,1,187,2016,August,36,28,2,5,Online TA,ROU,111.35,Padilla.Daniel26@yahoo.com
City Hotel,1,420,2016,September,36,3,2,2,Groups,PRT,75.0,Shannon_Hensley@yahoo.com
City Hotel,1,57,2016,September,37,6,0,3,Online TA,BEL,124.2,Kimberly.K@outlook.com
City Hotel,1,48,2016,September,38,14,0,1,Groups,PRT,120.0,Wright_Amy@zoho.com
City Hotel,1,18,2016,September,38,15,0,2,Online TA,FRA,174.0,KimberlyDavila@mail.com
City Hotel,1,111,2016,September,39,23,1,2,Online TA,FRA,154.5,Erica.B@comcast.net
City Hotel,1,20,2016,September,40,26,1,3,Online TA,PRT,131.2,Greg_Sullivan@comcast.net
City Hotel,1,250,2016,September,40,26,1,3,Offline TA/TO,PRT,95.0,Irwin.William91@protonmail.com
City Hotel,1,144,2016,October,41,5,2,5,Online TA,BRA,151.2,TimothyAndrews@aol.com
City Hotel,1,314,2016,October,42,12,0,3,Offline TA/TO,PRT,75.0,CindyMccullough@att.com
City Hotel,1,37,2016,October,42,13,0,3,Offline TA/TO,PRT,95.0,Harper.Yvette@verizon.com
City Hotel,1,164,2016,October,43,16,1,0,Offline TA/TO,PRT,115.0,Robert.Rogers@hotmail.com
City Hotel,1,36,2016,October,43,16,1,0,Online TA,CHN,107.1,Robert.L@yandex.com
City Hotel,1,65,2016,October,43,17,1,3,Online TA,BEL,118.8,Holloway.Gary@protonmail.com
City Hotel,1,23,2016,October,43,20,0,2,Online TA,GBR,119.0,ColeJennings@mail.com
City Hotel,1,81,2016,October,43,21,1,2,Online TA,PRT,135.0,Margaret.Kennedy35@yandex.com
City Hotel,1,115,2016,October,43,22,2,3,Online TA,TUR,107.64,Maria.T@att.com
City Hotel,1,196,2016,October,44,27,0,2,Online TA,ROU,96.3,Kimberly.Martin83@yandex.com
City Hotel,1,62,2016,October,45,31,1,4,Online TA,BEL,106.2,Brian_S@comcast.net
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,Robert.Chen@att.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,JMcdowell12@xfinity.com
City Hotel,1,34,2016,November,47,14,1,0,Online TA,ESP,88.0,KAllen@xfinity.com
City Hotel,1,51,2016,November,47,15,1,5,Online TA,CN,88.4,Mcdonald.Victoria@protonmail.com
City Hotel,1,30,2016,November,48,23,0,4,Online TA,MAR,77.86,Obrien.Raymond@zoho.com
City Hotel,1,35,2016,November,49,28,1,1,Groups,PRT,75.0,Albert_Robinson@outlook.com
City Hotel,1,35,2016,November,49,28,1,1,Groups,PRT,75.0,Bianca.S@protonmail.com
City Hotel,1,102,2016,December,50,5,1,1,Online TA,ITA,79.2,Mathews.Mary@yandex.com
City Hotel,1,524,2016,December,51,15,0,2,Groups,PRT,62.8,Gary.R@aol.com
City Hotel,1,288,2016,December,52,22,2,5,Online TA,BRA,67.25,Janet_M@zoho.com
City Hotel,1,207,2016,December,53,30,1,2,Offline TA/TO,FRA,161.67,RickyMelton@gmail.com
City Hotel,1,258,2015,July,27,2,0,2,Groups,PRT,62.0,Keith.Wood@att.com
City Hotel,1,314,2015,August,35,27,0,2,Groups,PRT,62.0,Brandon_Morrow@outlook.com
City Hotel,1,342,2015,September,39,24,0,2,Groups,PRT,62.0,Alyssa.Taylor@verizon.com
City Hotel,1,281,2015,July,30,25,2,1,Groups,PRT,62.8,John_J@xfinity.com
City Hotel,1,360,2015,October,42,12,1,1,Groups,PRT,62.0,Dawn_W@xfinity.com
City Hotel,1,335,2015,September,38,17,0,1,Offline TA/TO,PRT,85.0,Richard_Johnson73@gmail.com
City Hotel,1,335,2015,September,38,17,0,1,Offline TA/TO,PRT,55.0,Harold.Christensen@hotmail.com
City Hotel,1,323,2015,September,36,5,1,1,Groups,PRT,62.0,Carter_Rebecca42@att.com
City Hotel,1,290,2015,August,32,3,1,3,Groups,PRT,62.0,George.Sarah@gmail.com
City Hotel,1,337,2015,September,38,19,2,2,Groups,PRT,62.0,Kristen.Swanson@aol.com
City Hotel,1,274,2015,July,29,18,2,2,Groups,PRT,62.0,AaronHodges75@xfinity.com
City Hotel,1,165,2015,August,32,8,2,1,Groups,PRT,86.0,RSutton@zoho.com
City Hotel,0,273,2015,July,29,17,0,2,Offline TA/TO,PRT,87.0,Smith_Michael96@outlook.com
City Hotel,1,207,2015,September,40,29,0,2,Offline TA/TO,PRT,48.0,Amanda.G94@comcast.net
City Hotel,1,395,2016,March,13,21,1,2,Groups,PRT,62.8,Mitchell_Silva@att.com
Resort Hotel,0,7,2015,July,27,1,0,1,Direct,GBR,75.0,Rebecca_Parker@comcast.net
Resort Hotel,1,73,2015,July,27,4,0,1,Online TA,PRT,73.8,Nelson_Sharon70@xfinity.com
Resort Hotel,0,96,2015,July,28,5,4,10,Offline TA/TO,GBR,74.07,EPennington@protonmail.com
Resort Hotel,0,21,2015,July,28,10,2,3,Direct,PRT,165.0,Patrick.W@mail.com
Resort Hotel,0,0,2015,July,28,11,0,1,Direct,ESP,153.0,Phillip_A@att.com
Resort Hotel,0,31,2015,July,29,12,4,7,Offline TA/TO,GBR,123.0,Rachel_D@aol.com
Resort Hotel,0,34,2015,July,29,12,2,3,Online TA,ESP,149.4,Riley.Jonathan@mail.com
Resort Hotel,1,49,2015,July,30,20,3,6,Offline TA/TO,PRT,111.2,Pope.Taylor@yandex.com
Resort Hotel,0,1,2015,July,30,25,1,1,Direct,PRT,147.0,Delgado_Mario@verizon.com
Resort Hotel,0,47,2015,August,33,13,0,3,Online TA,RUS,255.0,Erica_J@verizon.com
Resort Hotel,0,89,2015,August,33,15,2,5,Offline TA/TO,PRT,156.45,Robin.Jackson@protonmail.com
Resort Hotel,1,99,2015,August,34,22,2,2,Online TA,PRT,166.0,Elizabeth.D@comcast.net
Resort Hotel,1,1,2015,August,35,28,2,3,Direct,PRT,130.6,AClark@aol.com
Resort Hotel,0,53,2015,October,40,2,2,5,Online TA,NLD,59.4,Watson.Christina21@hotmail.com
Resort Hotel,0,3,2015,October,44,29,0,1,Online TA,PRT,48.0,Debra.Murphy@mail.com
Resort Hotel,0,0,2015,November,45,7,1,1,Online TA,ESP,104.0,ABaker@yahoo.com
Resort Hotel,0,44,2015,November,47,21,0,1,Online TA,PRT,73.5,JustinMatthews@protonmail.com
Resort Hotel,0,0,2015,November,48,23,0,0,Online TA,PRT,0.0,DarleneLee92@gmail.com
Resort Hotel,1,105,2015,December,53,28,1,4,Online TA,PRT,106.92,Sabrina_Lewis@gmail.com
Resort Hotel,1,112,2016,February,7,12,0,2,Groups,PRT,68.0,PJones@yahoo.com
Resort Hotel,1,25,2016,February,7,13,0,1,Offline TA/TO,PRT,29.0,Sandra_Smith@gmail.com
