hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,1,85,2016,April,15,7,0,3,Groups,PRT,64.0,Matthew.Evans95@hotmail.com
Resort Hotel,1,208,2016,April,17,19,2,5,Groups,PRT,60.3,DonaldHo84@comcast.net
Resort Hotel,0,211,2016,May,20,14,1,1,Groups,DEU,54.5,Villanueva.Teresa@hotmail.com
Resort Hotel,1,143,2016,May,21,17,2,5,Online TA,PRT,52.2,Dixon_Martin@xfinity.com
Resort Hotel,1,40,2016,May,21,18,0,2,Groups,PRT,55.0,William_Cooper@outlook.com
Resort Hotel,1,0,2016,May,22,22,2,0,Direct,PRT,72.0,Jason.P@aol.com
Resort Hotel,0,223,2016,May,22,24,1,5,Groups,GBR,66.0,Patrick_Richards@aol.com
Resort Hotel,1,7,2016,May,22,27,0,1,Groups,PRT,58.0,Thomas_Charles@mail.com
Resort Hotel,1,98,2016,June,25,14,2,5,Direct,IRL,138.47,Jordan.Jacob27@xfinity.com
Resort Hotel,0,349,2016,July,28,3,4,7,Offline TA/TO,GBR,111.3,Martin.Megan@gmail.com
Resort Hotel,1,57,2016,August,33,13,2,4,Online TA,MAR,269.0,John.H@yahoo.com
Resort Hotel,1,143,2016,August,34,16,4,10,Online TA,ROU,177.79,Dudley.Brooke77@protonmail.com
Resort Hotel,1,197,2016,September,39,21,2,5,Groups,PRT,66.6,Kristina_Murray32@gmail.com
Resort Hotel,1,48,2016,October,40,1,2,3,Online TA,ESP,99.0,CFlores@comcast.net
Resort Hotel,1,166,2016,October,41,2,2,2,Offline TA/TO,PRT,46.0,Jackson.Lopez@yahoo.com
Resort Hotel,1,198,2016,October,42,15,2,5,Online TA,AUT,68.0,JoanneHerrera@zoho.com
Resort Hotel,1,3,2016,October,44,28,0,1,Direct,PRT,36.0,Diana.Young@mail.com
Resort Hotel,1,1,2016,November,45,1,0,1,Online TA,ESP,75.0,Rickey.H97@yandex.com
Resort Hotel,1,5,2016,December,51,12,1,0,Direct,PRT,39.0,Christopher.Ramos@comcast.net
Resort Hotel,1,88,2016,December,52,23,2,5,Online TA,GBR,83.06,Thomas.Lyons@verizon.com
Resort Hotel,1,207,2015,September,39,26,1,1,Offline TA/TO,PRT,34.0,Scott_W92@outlook.com
Resort Hotel,1,214,2015,October,40,3,1,1,Offline TA/TO,PRT,34.0,LPineda@verizon.com
Resort Hotel,1,260,2015,September,38,19,2,5,Offline TA/TO,PRT,54.99,Steven_H@yandex.com
Resort Hotel,0,147,2015,July,28,7,0,2,Direct,CN,58.95,Michael_Lawson@gmail.com
Resort Hotel,0,33,2015,July,31,26,2,4,Offline TA/TO,PRT,131.2,MGutierrez@aol.com
Resort Hotel,0,53,2015,July,31,27,2,5,Online TA,ESP,146.56,ShellyKnight72@hotmail.com
Resort Hotel,0,70,2015,August,34,17,1,3,Online TA,PRT,198.0,HHarris29@yahoo.com
Resort Hotel,0,23,2015,August,36,30,2,0,Online TA,FRA,103.5,BrendaDudley@zoho.com
Resort Hotel,0,86,2015,September,39,23,4,10,Offline TA/TO,GBR,98.74,Foster.Denise62@comcast.net
Resort Hotel,0,0,2015,October,41,5,1,3,Corporate,PRT,76.0,AdamMoore@comcast.net
Resort Hotel,0,5,2015,October,41,10,1,1,Online TA,ESP,61.5,John_Ramos34@aol.com
Resort Hotel,0,14,2015,October,42,13,0,1,Online TA,ESP,62.0,Danielle.V@yahoo.com
Resort Hotel,0,287,2015,October,42,15,0,3,Groups,NLD,44.5,Kelsey.L@outlook.com
Resort Hotel,0,48,2015,October,43,18,2,4,Offline TA/TO,GBR,40.8,Dan.Sloan@att.com
Resort Hotel,0,37,2015,November,46,8,2,5,Corporate,GBR,36.0,Kelli.Jackson60@verizon.com
Resort Hotel,0,0,2015,November,47,16,1,0,Direct,PRT,38.0,Roberts.Nathan95@verizon.com
Resort Hotel,0,32,2015,November,47,20,0,2,Offline TA/TO,PRT,67.5,Ball.Michael@yandex.com
Resort Hotel,0,1,2015,November,48,26,0,1,Direct,PRT,38.0,Wong.Robin@yandex.com
Resort Hotel,0,0,2015,November,48,24,0,3,Corporate,PRT,35.0,Tammy.H@zoho.com
Resort Hotel,0,1,2015,November,48,27,0,1,Online TA,PRT,48.0,Johnson.Paul@yahoo.com
Resort Hotel,0,26,2015,December,50,12,0,1,Online TA,NLD,104.0,Payne.David@mail.com
Resort Hotel,1,11,2015,December,52,23,0,4,Online TA,PRT,58.0,Christopher_H42@verizon.com
Resort Hotel,1,13,2015,December,51,17,0,1,Corporate,PRT,35.0,Carl_H@gmail.com
Resort Hotel,0,0,2015,December,52,26,0,1,Online TA,PRT,65.0,Marcus_C67@verizon.com
Resort Hotel,0,0,2015,December,53,28,1,0,Direct,PRT,111.0,SusanJoseph@xfinity.com
Resort Hotel,0,0,2016,January,2,6,0,1,Direct,FRA,61.0,Dr..M@gmail.com
Resort Hotel,0,0,2016,January,3,12,0,1,Online TA,ESP,66.0,Lisa.Escobar@hotmail.com
Resort Hotel,0,5,2016,January,3,10,2,5,Online TA,DEU,52.23,AmyJenkins@gmail.com
Resort Hotel,0,0,2016,December,51,13,0,1,Online TA,PRT,48.0,Philip_F43@mail.com
Resort Hotel,0,0,2016,February,8,19,0,1,Direct,PRT,55.0,Stephen.J@verizon.com
Resort Hotel,0,0,2016,February,9,25,0,1,Direct,PRT,65.0,JBurns27@hotmail.com
Resort Hotel,0,1,2016,March,11,12,0,1,Offline TA/TO,PRT,37.0,Matthew.Duncan@comcast.net
Resort Hotel,0,10,2016,March,13,21,1,0,Online TA,FRA,66.0,BrianReid@yahoo.com
Resort Hotel,0,71,2016,March,14,31,2,3,Online TA,PRT,46.96,Black.Lori@comcast.net
Resort Hotel,0,57,2016,April,15,7,2,4,Offline TA/TO,GBR,39.1,Thomas.D@att.com
Resort Hotel,0,121,2016,April,15,9,2,5,Offline TA/TO,GBR,83.25,Davila_Carly@aol.com
Resort Hotel,0,9,2016,May,21,15,1,0,Groups,GBR,70.0,Danielle.Johnson@comcast.net
Resort Hotel,0,5,2016,May,21,21,0,1,Online TA,PRT,85.0,Allison_Bryant@protonmail.com
Resort Hotel,0,17,2016,June,23,3,0,1,Online TA,FRA,181.0,Bryan_French@yahoo.com
Resort Hotel,0,141,2016,May,23,31,2,5,Online TA,IRL,85.33,CSanders@xfinity.com
Resort Hotel,0,59,2016,June,24,8,0,2,Online TA,BRA,110.0,DBell@mail.com
Resort Hotel,0,159,2016,June,24,5,2,5,Offline TA/TO,GBR,81.85,Mark_Lee@xfinity.com
Resort Hotel,0,90,2016,June,24,7,0,5,Online TA,ITA,107.0,Victoria_Jenkins88@verizon.com
Resort Hotel,0,125,2016,June,24,10,2,5,Direct,BEL,129.9,Haley.Coleman@outlook.com
Resort Hotel,0,294,2016,June,26,21,0,5,Online TA,SWE,64.8,David.L@yandex.com
Resort Hotel,0,10,2016,June,25,18,2,2,Online TA,GBR,158.58,Michael_P@yandex.com
Resort Hotel,0,0,2016,June,26,22,0,0,Online TA,PRT,0.0,Javier_Murphy97@zoho.com
Resort Hotel,0,25,2016,July,28,3,1,0,Online TA,USA,131.0,Francis.A@xfinity.com
Resort Hotel,0,0,2016,July,28,8,0,1,Online TA,DNK,159.0,Brandon_L@comcast.net
Resort Hotel,0,17,2016,July,30,17,1,0,Direct,FRA,187.0,Robert_Reynolds@protonmail.com
Resort Hotel,0,16,2016,July,30,21,2,3,Direct,MAR,217.0,Thomas_G@yandex.com
Resort Hotel,0,18,2016,July,31,24,2,1,Online TA,ESP,206.0,Colleen.Williams@hotmail.com
Resort Hotel,0,19,2016,July,30,23,2,3,Online TA,PRT,151.37,Emily.G@yahoo.com
Resort Hotel,0,0,2016,July,31,28,0,1,Direct,FRA,229.0,Christopher_C@outlook.com
Resort Hotel,0,231,2016,July,29,16,4,10,Direct,GBR,129.5,EMoore@hotmail.com
Resort Hotel,0,167,2016,July,32,31,2,2,Offline TA/TO,PRT,100.8,Erica_M@yandex.com
Resort Hotel,0,8,2016,August,33,10,0,1,Direct,PRT,219.0,Ashley_H93@mail.com
Resort Hotel,0,0,2016,August,35,24,0,1,Direct,FRA,202.5,Melanie_Lewis@verizon.com
Resort Hotel,0,21,2016,August,36,29,1,2,Direct,PRT,153.0,Randy.Villa43@yandex.com
Resort Hotel,0,170,2016,September,36,3,1,1,Online TA,DEU,154.0,Barbara_G@gmail.com
Resort Hotel,0,242,2016,September,37,4,2,5,Online TA,IRL,81.0,Garcia.Michael38@mail.com
Resort Hotel,0,168,2016,September,37,6,1,5,Direct,PRT,244.0,Stevens.Matthew39@mail.com
Resort Hotel,0,336,2016,September,38,15,1,3,Groups,GBR,60.0,Justin_R80@verizon.com
Resort Hotel,0,285,2016,September,39,20,2,5,Groups,IRL,86.4,Andrea.Pena87@outlook.com
Resort Hotel,0,0,2016,October,41,3,1,0,Direct,Unknown,87.0,Brendan.V@aol.com
Resort Hotel,0,29,2016,October,40,1,2,1,Online TA,PRT,99.0,Scott.Y@hotmail.com
Resort Hotel,0,0,2016,October,41,4,0,1,Direct,ESP,90.0,EPhillips@verizon.com
Resort Hotel,0,87,2016,September,40,29,2,5,Online TA,IRL,109.03,Jennifer.H@comcast.net
Resort Hotel,0,8,2016,October,41,6,1,3,Groups,GBR,58.0,Brad_J@aol.com
Resort Hotel,0,159,2016,October,43,16,2,2,Groups,SWE,58.0,Contreras_Miranda77@zoho.com
Resort Hotel,0,2,2016,October,43,19,0,1,Online TA,PRT,75.0,Diane_P@yahoo.com
Resort Hotel,0,37,2016,October,44,25,0,1,Online TA,FRA,60.0,Xavier_G@protonmail.com
Resort Hotel,0,5,2016,October,44,26,0,1,Online TA,PRT,66.0,Todd.Wheeler@gmail.com
Resort Hotel,0,6,2016,November,45,1,0,1,Direct,PRT,45.0,Williamson_Mikayla@verizon.com
Resort Hotel,0,36,2016,October,45,31,1,3,Online TA,IRL,49.17,Rachel.W@comcast.net
Resort Hotel,0,7,2016,November,45,3,0,1,Corporate,PRT,27.0,James_Farrell@mail.com
Resort Hotel,0,50,2016,November,45,2,0,3,Offline TA/TO,GBR,49.5,Timothy_B54@verizon.com
Resort Hotel,0,142,2016,October,44,29,2,5,Online TA,GBR,50.57,Nicholas.J@yahoo.com
Resort Hotel,0,21,2016,November,45,4,0,2,Online TA,GBR,105.0,Misty.Williams@comcast.net
Resort Hotel,0,36,2016,November,45,5,2,1,Online TA,CHE,62.83,Jason_Sandoval@hotmail.com
Resort Hotel,0,45,2016,November,45,4,2,3,Online TA,GBR,82.0,MichaelMason@mail.com
Resort Hotel,0,0,2016,November,47,13,2,1,Direct,AUS,116.0,Caleb_May@xfinity.com
Resort Hotel,0,8,2016,November,47,14,1,3,Online TA,ESP,48.0,James.M@mail.com
Resort Hotel,0,0,2016,November,49,28,1,0,Direct,PRT,57.0,Koch.Chad@gmail.com
Resort Hotel,0,14,2016,December,50,5,1,2,Groups,ESP,84.0,Guerrero.Paul67@zoho.com
Resort Hotel,0,82,2016,December,50,7,0,4,Groups,ESP,33.3,AndreaHarmon71@protonmail.com
Resort Hotel,0,0,2016,December,51,15,2,5,Offline TA/TO,FRA,47.0,Jennifer.M22@protonmail.com
Resort Hotel,0,85,2016,December,52,21,2,8,Online TA,GBR,89.4,John_R@zoho.com
Resort Hotel,0,231,2016,December,53,28,2,5,Online TA,NLD,57.53,Phillips.Paul@outlook.com
City Hotel,1,73,2015,July,28,7,0,4,Online TA,PRT,68.0,James_R@protonmail.com
City Hotel,1,96,2015,July,28,11,2,1,Offline TA/TO,ITA,94.5,Anita.Fritz46@outlook.com
City Hotel,0,18,2015,July,29,18,1,1,Groups,PRT,108.75,Davis_Joshua@comcast.net
City Hotel,1,103,2015,July,29,18,2,1,Offline TA/TO,ITA,94.5,Cole.Nicholas@att.com
City Hotel,1,22,2015,July,30,22,0,2,Groups,PRT,62.0,Christine.Chase@gmail.com
City Hotel,0,20,2015,July,30,22,0,2,Groups,PRT,62.0,Candice_Moore@comcast.net
City Hotel,0,16,2015,August,32,8,2,2,Groups,ESP,60.0,Stephen_Garcia@verizon.com
City Hotel,0,3,2015,August,33,10,1,2,Offline TA/TO,ESP,63.5,Smith_Karen@protonmail.com
City Hotel,0,39,2015,August,33,14,0,2,Offline TA/TO,PRT,87.0,Thomas_Mary@zoho.com
City Hotel,1,93,2015,August,33,15,2,3,Online TA,PRT,85.5,Kayla.Lane@att.com
City Hotel,0,5,2015,August,34,16,2,1,Online TA,BEL,105.0,Christine_G@protonmail.com
City Hotel,0,0,2015,August,34,17,1,0,Online TA,ROU,138.0,Le_Reginald@gmail.com
City Hotel,0,8,2015,August,34,18,0,5,Online TA,ESP,93.0,Diana.R@outlook.com
City Hotel,0,0,2015,August,34,19,0,1,Online TA,FRA,106.0,Collins.Benjamin@aol.com
City Hotel,0,120,2015,August,34,20,2,5,Offline TA/TO,PRT,88.38,DonnaMartin15@gmail.com
City Hotel,0,4,2015,August,35,25,0,4,Groups,ESP,62.0,DWilliams@att.com
City Hotel,0,2,2015,August,35,26,0,1,Corporate,PRT,65.0,BBryant@hotmail.com
City Hotel,1,104,2015,August,36,30,2,1,Groups,ESP,90.0,Grant.Baker73@zoho.com
City Hotel,0,63,2015,September,36,4,0,2,Offline TA/TO,PRT,116.0,JohnVilla@yandex.com
City Hotel,1,86,2015,September,37,9,0,2,Corporate,FRA,100.0,Matthew.Allen@yahoo.com
City Hotel,0,6,2015,September,37,10,2,4,Online TA,FRA,134.83,Williams_Erin@comcast.net
City Hotel,0,48,2015,September,37,11,0,1,Offline TA/TO,PRT,80.0,Matthew.Aguirre42@verizon.com
City Hotel,0,9,2015,September,37,12,2,4,Online TA,ESP,130.17,Michael_Wagner@verizon.com
City Hotel,1,162,2015,September,38,17,0,3,Offline TA/TO,PRT,60.0,JWilliams@protonmail.com
City Hotel,1,71,2015,September,39,22,0,3,Offline TA/TO,PRT,95.0,KathleenKoch@yandex.com
City Hotel,1,48,2015,October,43,19,1,3,Offline TA/TO,PRT,72.36,JoSmall@yahoo.com
City Hotel,0,69,2015,October,44,25,2,1,Groups,PRT,85.67,Regina_A@xfinity.com
City Hotel,0,48,2015,October,44,25,2,3,Offline TA/TO,PRT,186.52,AllisonConway15@outlook.com
City Hotel,0,72,2015,October,44,28,0,3,Groups,ISR,85.67,Evelyn.Tucker89@verizon.com
City Hotel,0,95,2015,November,47,20,2,4,Groups,AUT,75.0,Joann.Willis@outlook.com
City Hotel,0,135,2015,December,49,5,2,1,Groups,PRT,0.0,Meyer.Robert82@yandex.com
City Hotel,0,151,2016,January,4,19,0,3,Offline TA/TO,RUS,71.0,CRangel@yahoo.com
City Hotel,1,151,2016,January,4,19,0,3,Offline TA/TO,PRT,80.0,Timothy_Weaver@mail.com
City Hotel,0,50,2016,January,5,24,2,3,Online TA,BEL,58.94,Mackenzie.C@gmail.com
City Hotel,1,27,2016,January,5,29,0,2,Online TA,ESP,77.0,Jennifer_D@outlook.com
City Hotel,1,31,2016,February,6,4,0,2,Corporate,PRT,70.0,Janet.H58@protonmail.com
City Hotel,1,18,2016,February,9,24,0,4,Online TA,IRL,79.0,PVega@yandex.com
City Hotel,1,16,2016,March,11,8,0,1,Online TA,AZE,83.03,Collins_Debra@verizon.com
City Hotel,0,95,2016,March,12,17,2,3,Online TA,ITA,73.95,Christopher_G76@comcast.net
City Hotel,1,18,2016,March,12,19,1,1,Online TA,ITA,109.0,Robert.D@yahoo.com
City Hotel,1,36,2016,March,13,24,0,1,Online TA,ESP,115.2,JacobSchwartz@protonmail.com
City Hotel,1,38,2016,March,13,24,0,3,Online TA,ESP,133.8,Williams_Julie@gmail.com
City Hotel,0,91,2016,April,15,3,2,4,Online TA,FRA,83.87,Susan_F@verizon.com
City Hotel,1,268,2016,April,15,8,2,3,Offline TA/TO,PRT,78.0,Helen.Williams73@outlook.com
City Hotel,0,110,2016,April,15,9,2,1,Online TA,DEU,93.3,John.Robbins@xfinity.com
City Hotel,1,58,2016,April,17,21,1,3,Online TA,ITA,167.45,Colleen_Bailey31@protonmail.com
City Hotel,1,142,2016,April,17,22,2,3,Groups,POL,103.0,CharlesMullen@hotmail.com
City Hotel,1,295,2016,April,18,28,0,2,Groups,PRT,62.0,PTurner@yandex.com
City Hotel,1,27,2016,April,18,29,1,2,Online TA,ITA,177.0,Brian_D@att.com
City Hotel,1,83,2016,May,19,1,2,2,Offline TA/TO,PRT,75.0,Christopher.T@gmail.com
City Hotel,1,253,2016,May,19,4,0,4,Offline TA/TO,PRT,90.0,CatherineSandoval@zoho.com
City Hotel,0,148,2016,May,19,5,0,3,Online TA,DEU,105.3,Combs_James@att.com
City Hotel,1,302,2016,May,19,5,0,2,Groups,PRT,62.0,Richard_H@protonmail.com
City Hotel,1,8,2016,May,20,10,0,2,Online TA,PRT,108.57,Webb.Luke@xfinity.com
City Hotel,1,309,2016,May,20,12,0,2,Groups,PRT,62.0,LuisOliver@zoho.com
City Hotel,1,273,2016,May,20,13,1,2,Offline TA/TO,PRT,95.0,Mark_Martin@yandex.com
City Hotel,1,451,2016,May,21,16,1,2,Groups,PRT,60.0,Taylor_Rodriguez53@verizon.com
City Hotel,1,99,2016,May,21,19,0,1,Online TA,PRT,135.9,Castillo_Stephanie@outlook.com
City Hotel,1,211,2016,May,21,20,0,2,Offline TA/TO,PRT,100.0,Crawford.Donna68@hotmail.com
City Hotel,1,11,2016,May,22,24,0,3,Offline TA/TO,PRT,160.0,Jack_M79@aol.com
City Hotel,0,316,2016,May,22,26,0,3,Groups,AUT,110.0,LauraCampbell97@xfinity.com
City Hotel,1,177,2016,June,23,3,0,2,Offline TA/TO,PRT,100.0,Monique_L@protonmail.com
City Hotel,1,213,2016,June,24,7,0,3,Offline TA/TO,PRT,130.0,MarioBarton@xfinity.com
City Hotel,1,57,2016,June,24,8,0,3,Online TA,ARG,117.9,Katherine.Y@yahoo.com
City Hotel,1,40,2016,June,24,8,0,3,Online TA,DEU,128.4,Wendy_Elliott@yahoo.com
City Hotel,1,27,2016,June,24,9,0,1,Offline TA/TO,PRT,120.0,Timothy_Lambert@yandex.com
City Hotel,1,122,2016,June,24,9,0,3,Online TA,AUT,116.1,Davis.Kerri@yahoo.com
City Hotel,1,5,2016,June,25,14,0,3,Corporate,PRT,100.0,Stephen.Decker@outlook.com
City Hotel,1,11,2016,June,25,14,0,3,Corporate,PRT,90.0,StevenCampbell@hotmail.com
City Hotel,1,188,2016,June,25,15,0,2,Offline TA/TO,PRT,130.0,Solomon_James@outlook.com
City Hotel,1,350,2016,June,25,17,0,2,Groups,PRT,130.0,April.H@yandex.com
City Hotel,1,350,2016,June,25,17,0,2,Groups,PRT,140.0,Willis.Brenda@yahoo.com
City Hotel,1,131,2016,June,26,19,2,3,Offline TA/TO,PRT,80.75,Christopher_White@hotmail.com
City Hotel,1,65,2016,June,26,21,0,3,Online TA,ESP,89.1,Williams_Tammy20@hotmail.com
City Hotel,1,191,2016,June,27,26,2,4,Direct,ITA,91.94,Becky_Jones26@hotmail.com
City Hotel,0,180,2016,July,27,1,0,2,Online TA,FRA,105.3,Booth_Sherri51@xfinity.com
City Hotel,1,65,2016,July,30,17,2,3,Direct,PRT,131.75,RShort@protonmail.com
City Hotel,1,379,2016,July,30,21,0,2,Groups,PRT,62.0,MarcusPeterson35@outlook.com
City Hotel,1,4,2016,July,31,26,2,5,Direct,PRT,160.0,Billy_Blanchard@xfinity.com
City Hotel,1,122,2016,July,31,27,0,1,Online TA,FRA,121.5,Conley.John@mail.com
City Hotel,1,386,2016,July,31,28,0,2,Groups,PRT,62.0,JRussell94@mail.com
City Hotel,1,111,2016,August,33,7,2,3,Online TA,ESP,237.6,Washington_Michael@protonmail.com
City Hotel,1,107,2016,August,34,20,2,1,Offline TA/TO,PRT,96.9,HollyFreeman@zoho.com
City Hotel,1,92,2016,August,34,20,2,2,Online TA,GBR,150.3,KHill11@mail.com
City Hotel,1,41,2016,August,34,20,2,5,Online TA,HUN,135.9,Raymond.G@mail.com
City Hotel,1,104,2016,August,35,21,2,1,Online TA,ESP,107.1,AGomez96@mail.com
City Hotel,1,233,2016,August,35,22,1,4,Online TA,GBR,158.95,Ramirez.Evan@verizon.com
City Hotel,1,178,2016,August,35,23,0,3,Online TA,ITA,94.62,JaimeLee46@outlook.com
City Hotel,1,162,2016,August,35,27,0,1,Online TA,PRT,96.3,DJohnson94@mail.com
City Hotel,1,51,2016,August,36,31,1,4,Online TA,NOR,123.3,Mejia_Melissa@yandex.com
City Hotel,1,3,2016,September,36,2,0,1,Direct,PRT,179.0,Torres.Robert@comcast.net
City Hotel,1,6,2016,September,38,13,0,4,Groups,PRT,108.0,TMalone@xfinity.com
City Hotel,1,19,2016,September,39,24,0,1,Online TA,PRT,149.0,Smith.Robert@protonmail.com
City Hotel,1,28,2016,September,40,27,0,3,Online TA,PRT,103.46,Brandon_White52@aol.com
City Hotel,1,31,2016,October,41,2,2,1,Online TA,USA,114.3,Allison.Jensen@comcast.net
City Hotel,1,172,2016,October,41,4,0,3,Online TA,NOR,108.9,Burns_Jeremy@verizon.com
City Hotel,1,26,2016,October,42,11,0,2,Groups,PRT,120.0,Krystal_Pierce@att.com
City Hotel,1,37,2016,October,42,13,0,3,Offline TA/TO,PRT,105.0,AmyStuart@hotmail.com
City Hotel,1,93,2016,October,42,15,2,1,Offline TA/TO,PRT,115.0,Dennis_James@comcast.net
City Hotel,1,230,2016,October,43,19,0,3,Online TA,FRA,96.3,Nicole_MD@yandex.com
City Hotel,1,263,2016,October,43,21,0,2,Offline TA/TO,PRT,110.0,Smith_Steven14@outlook.com
City Hotel,1,190,2016,October,44,28,1,2,Online TA,AUT,112.5,Michael.Harris88@gmail.com
City Hotel,1,18,2016,October,44,29,2,1,Online TA,ESP,140.0,Esparza.Edward29@yandex.com
City Hotel,1,70,2016,November,45,1,0,4,Online TA,BEL,126.0,DavidTurner@att.com
City Hotel,1,14,2016,November,45,3,0,1,Online TA,ESP,112.0,BWilkerson@gmail.com
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,AnnGonzales65@yahoo.com
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,Samuel_Evans88@aol.com
City Hotel,1,304,2016,November,45,3,0,3,Offline TA/TO,PRT,89.0,Miller_Meghan@gmail.com
City Hotel,1,277,2016,November,46,7,1,2,Groups,PRT,100.0,Tracie.Contreras@gmail.com
City Hotel,1,38,2016,November,47,19,2,2,Online TA,DEU,88.4,SHanson@aol.com
City Hotel,1,216,2016,November,48,22,0,1,Corporate,PRT,137.0,EdwardMay@zoho.com
City Hotel,1,21,2016,November,48,22,0,2,Online TA,PRT,72.38,Zachary_R@gmail.com
City Hotel,1,103,2016,December,49,2,1,2,Online TA,PRT,93.6,Erica_W71@hotmail.com
City Hotel,1,322,2016,December,50,9,0,2,Offline TA/TO,PRT,52.0,Maria_P@verizon.com
City Hotel,1,9,2016,December,51,16,2,4,Online TA,BRA,74.8,MichaelRivera@xfinity.com
City Hotel,1,272,2015,July,29,16,0,2,Groups,PRT,62.8,Rodgers.Virginia@hotmail.com
City Hotel,1,258,2015,July,27,2,0,2,Groups,PRT,62.0,James_R33@comcast.net
City Hotel,1,307,2015,August,34,20,0,2,Groups,PRT,62.0,Amy.W@yahoo.com
City Hotel,1,304,2015,August,34,17,1,1,Groups,PRT,62.0,Joseph_O55@yandex.com
City Hotel,1,311,2015,August,35,24,1,1,Groups,PRT,62.0,Jennifer_W@protonmail.com
City Hotel,1,336,2015,September,38,18,0,2,Offline TA/TO,PRT,109.0,MadisonGallagher19@aol.com
City Hotel,1,142,2015,July,31,30,0,1,Online TA,PRT,68.0,Johnston_Edward@att.com
City Hotel,1,137,2015,July,28,11,2,1,Groups,PRT,86.0,Jon.R27@gmail.com
City Hotel,1,334,2015,September,38,16,0,2,Groups,PRT,62.0,Kelly.Villarreal14@protonmail.com
City Hotel,1,355,2015,October,41,7,0,2,Groups,PRT,62.0,Lisa.Johnson38@hotmail.com
City Hotel,1,274,2015,July,29,18,2,2,Groups,PRT,62.0,LauraWalker22@xfinity.com
City Hotel,1,301,2015,August,33,14,0,2,Offline TA/TO,PRT,101.5,JThornton@yahoo.com
City Hotel,1,151,2015,July,30,25,2,1,Groups,PRT,86.0,Morales_Alexander@verizon.com
City Hotel,1,414,2015,December,49,5,2,1,Groups,PRT,62.0,Abigail.C31@protonmail.com
Resort Hotel,0,12,2015,July,27,1,0,1,Online TA,IRL,88.2,Sara.L@hotmail.com
Resort Hotel,0,1,2015,July,27,4,1,1,Online TA,PRT,114.5,LarryVelasquez83@yahoo.com
Resort Hotel,1,44,2015,July,30,22,0,4,Online TA,PRT,135.0,Stephanie.Lamb@yahoo.com
Resort Hotel,1,0,2015,August,32,5,0,1,Direct,PRT,172.0,Chandler_Brandon@att.com
Resort Hotel,1,26,2015,August,35,24,1,2,Online TA,PRT,191.0,Emma.T@aol.com
Resort Hotel,0,0,2015,August,35,26,0,1,Direct,ESP,193.0,Stephanie_J@yandex.com
Resort Hotel,0,34,2015,August,36,30,2,2,Online TA,GBR,71.69,Yates.Stephen@xfinity.com
Resort Hotel,1,1,2015,September,36,2,0,2,Online TA,PRT,146.0,RThompson@protonmail.com
Resort Hotel,0,7,2015,September,38,18,0,2,Direct,PRT,114.0,Jackson_Justin@hotmail.com
